"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\christianlerche_3dpcb_4layer_3dpcb_4l\current_version\working\working.kicad_sch"
"Date:","19/09/2023 15:21:25"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","201"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C2, C6, C12, C13, C14, C15, C16, C17, C19, C20, C21, C22, C23, C28, C29, C30, C31, C32, C33, C34, C35, C39, C44, C45, C46, C47, C50, C51, C52, C53, C54, C64, C65, C67, C69, C71","37","100n","C-RESCUE-3DPCB_4L","LercheTech:Lerche_C0603","","",""
"C3, C4, C7, C10","4","10uF","CP-RESCUE-3DPCB_4L","Capacitors_Tantalum_SMD:TantalC_SizeA_EIA-3216_Reflow","","",""
"C5, C9","2","18p","C-RESCUE-3DPCB_4L","LercheTech:Lerche_C0603","","",""
"C8, C36, C37","3","100nF","C-RESCUE-3DPCB_4L","LercheTech:Lerche_C0603","","",""
"C11, C24, C25, C26, C27, C70","6","100uF","CP-RESCUE-3DPCB_4L","Capacitors_ThroughHole:C_Radial_D6.3_L11.2_P2.5","","",""
"C18","1","100pF","C-RESCUE-3DPCB_4L","LercheTech:Lerche_C0603","","",""
"C38","1","10n","C-RESCUE-3DPCB_4L","LercheTech:Lerche_C0603","","",""
"C40, C41, C42, C48, C55","5","220n","C-RESCUE-3DPCB_4L","LercheTech:Lerche_C0603","","",""
"C43","1","47uF","CP-RESCUE-3DPCB_4L","Capacitors_SMD:c_elec_5x5.8","","",""
"C49","1","1uF","C","LercheTech:Lerche_C0603","","",""
"CONN1","1","USB_MINI","USB_MINI","LercheTech:Lerche_MINI_USB","","",""
"D1, D2, D3, D4, D6, D7, D8, D11, D12, D13, D14","11","LED","LED-RESCUE-3DPCB_4L","LEDs:LED_0603","","",""
"D5, D9","2","DIODESCH","DIODESCH","LercheTech:Lerche_SOD323","","",""
"D10","1","Vz10V/0.5W","ZENERsmall","Diodes_SMD:SMA_Standard","","",""
"FID1, FID2, FID3, FID4","4","FIDUCIAL","FIDUCIAL","LercheTech:Lerche_Fiducial","","",""
"IC1, IC2, IC3, IC4, IC5","5","A5984_LP","A5984_LP","LercheTech:Lerche_TSSOP24_EP","","",""
"IC6","1","MP9943","MP9943","LercheTech:Lerche_MP9943","","",""
"J2, J3, J4, J5, J6, J7, J8, J9, J10, J11, J12, J13, J14, J15, J16","15","","SOLDER_JUMPER","LercheTech:Lerche_2PsolderJumper","","",""
"K1, K2, K3, K4, K5, K6, K8, K9","8","CONN_3","CONN_3","Pin_Headers:Pin_Header_Straight_1x03","","",""
"K7","1","CONN_3","CONN_3","LercheTech:Lerche_3P_1.27MM","","",""
"L1","1","INDUCTOR","INDUCTOR-RESCUE-3DPCB_4L","LercheTech:Lerche_R0603","","",""
"L2","1","IHLP1212BZER2R2M11","INDUCTOR-RESCUE-3DPCB_4L","LercheTech:Lerche_IHLP-1212BZ-11_Inductor","","",""
"OSC1","1","QX2","QX2","LercheTech:Lerche_Oscillator_2.5x2.0mm","","",""
"P1","1","CONN_8","CONN_8","LercheTech:Lerche_8P_2.54mm","","",""
"P2","1","CONN_8","CONN_8","LercheTech:Lerche_8P_CONN_3,5mm","","",""
"P3","1","CONN_01X02","CONN_01X02","Pin_Headers:Pin_Header_Straight_1x02_Pitch2.54mm","","",""
"P5, P6, P7, P9, P13","5","CONN_4","CONN_4","LercheTech:Lerche_4P_2.54mm","","",""
"P8","1","CONN_02X03","CONN_02X03","LercheTech:Lerche_Molex_Microfit_0430450607","","",""
"P11","1","CONN_3X2","CONN_3X2","Pin_Headers:Pin_Header_Straight_2x03","","",""
"P12","1","CONN_3X2","CONN_3X2","LercheTech:Lerche_6P_1.6mm_2ROW","","",""
"R1, R9, R18, R19, R27, R41, R42, R43","8","10k","R-RESCUE-3DPCB_4L","LercheTech:Lerche_R0603","","",""
"R2, R3, R4, R5, R6, R28","6","1k","R-RESCUE-3DPCB_4L","LercheTech:Lerche_R0603","","",""
"R7, R8","2","33R","R-RESCUE-3DPCB_4L","LercheTech:Lerche_R0603","","",""
"R10, R12, R13, R34","4","4K7","R-RESCUE-3DPCB_4L","LercheTech:Lerche_R0603","","",""
"R11","1","1k5","R-RESCUE-3DPCB_4L","LercheTech:Lerche_R0603","","",""
"R14, R15, R16, R20","4","47k","R-RESCUE-3DPCB_4L","LercheTech:Lerche_R0603","","",""
"R17","1","1k","R","Resistors_SMD:R_0805","","",""
"R21, R22, R23, R24, R29, R30, R31, R32, R33, R37","10","0R05","R-RESCUE-3DPCB_4L","LercheTech:Lerche_R1206","","",""
"R25, R26, R46, R47, R48","5","0R","R","LercheTech:Lerche_R0603","","",""
"R35","1","1M","R-RESCUE-3DPCB_4L","LercheTech:Lerche_R0603","","",""
"R36","1","20R","R-RESCUE-3DPCB_4L","LercheTech:Lerche_R0603","","",""
