"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\8bitmixtape_mixtapeneo_3000_mixtapeneo_3000\current_version\working\working.kicad_sch"
"Date:","08/09/2023 23:30:48"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","55"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"board1","1","SVG2SHENZHEN","CONN_01X01","8BitMixtape-3000-clean:MixtapeNEO-3000","","",""
"BT1, BT2","2","Battery_Cell","Battery_Cell","8BitMixtape-3000-clean:BAT_Holder_AAA-new_noHole","","",""
"C1, C2, C3","3","100nF","C","8BitMixtape-3000-clean:C_1206_HandSoldering","","",""
"C4, C5","2","10uF","C","8BitMixtape-3000-clean:C_1206_HandSoldering","","",""
"C6","1","1uF","C","8BitMixtape-3000-clean:C_1206_HandSoldering","","",""
"C7","1","220uF","CP","8BitMixtape-3000-clean:C_1206_HandSoldering","","",""
"D-OUT1","1","LED","LED","8BitMixtape-3000-clean:LED_2835_minimal","","",""
"D-POW1","1","LED","LED","8BitMixtape-3000-clean:LED_2835_minimal","","",""
"J1, J2","2","CONN_01X04","CONN_01X04","8BitMixtape-3000-clean:Angled_1x04_Pitch2.54mm-flip","","",""
"J3","1","CONN_02X03","CONN_02X03","8BitMixtape-3000-clean:Socket_Strip_Straight_2x03_Pitch2.54mm","","",""
"J4","1","Con_3-5V","CONN_01X02","8BitMixtape-3000-clean:Bat_connector_SMD","","",""
"J5","1","USB_OTG","USB_OTG","8BitMixtape-3000-clean:USB_Micro-B","","",""
"J6","1","CONN_01X02_MALE","CONN_01X02_MALE","8BitMixtape-3000-clean:R_0612","","",""
"Jack1, Jack2","2","JACK_TRS_6PINS","JACK_TRS_6PINS","8BitMixtape-3000-clean:AUDIO-Jack_3.5mm_5Pin","","",""
"NEO1, NEO2, NEO3, NEO4, NEO5, NEO6, NEO7, NEO8","8","SK6812","SK6812","8BitMixtape-3000-clean:Mixtape_NEO_WS2812B","","",""
"POT1-MAIN1","1","POT 10K lin","POT","8BitMixtape-3000-clean:Potentiometer_backPads_noHole","","",""
"POT2-CV1","1","POT 10K lin","POT","8BitMixtape-3000-clean:Potentiometer_backPads_noHole","","",""
"POT3-Vol1","1","POT 10k","POT","8BitMixtape-3000-clean:Potentiometer_wheel","","",""
"R1, R2, R3, R4, R5, R15","6","22k","R","8BitMixtape-3000-clean:R_1206_HandSoldering","","",""
"R6, R7","2","22K","R","8BitMixtape-3000-clean:R_1206_HandSoldering","","",""
"R8, R9, R14","3","330","R","8BitMixtape-3000-clean:R_1206_HandSoldering","","",""
"R10, R11","2","4.7K","R","8BitMixtape-3000-clean:R_1206_HandSoldering","","",""
"R12, R13","2","1K","R","8BitMixtape-3000-clean:R_1206_HandSoldering","","",""
"R99","1","0","R","8BitMixtape-3000-clean:R_1206_HandSoldering","","",""
"Speaker1","1","Speaker","Speaker","8BitMixtape-3000-clean:SpeakerPads_SMD","","",""
"SW1","1","SW_Push","SW_Push","8BitMixtape-3000-clean:Push_SWITCH_hole","","",""
"SW2, SW3","2","SW_Push","SW_Push","8BitMixtape-3000-clean:TACTILE-PTH_6mm_SMD","","",""
"SW4","1","SW_Push","SW_Push","8BitMixtape-3000-clean:SW_SPST_FSMSM","","",""
"U1","1","ATTINY85-20SU","ATTINY85-20SU","8BitMixtape-3000-clean:Attiny_DIP-8_W7.62mm_mod","","",""
"U2","1","PAM8002","PAM8002","8BitMixtape-3000-clean:SO-8_5.3x6.2mm_Pitch1.27mm","","",""
"U3","1","7805","7805","8BitMixtape-3000-clean:TO-252-3_TabPin2","","",""
