"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\cepr_linbus_phat_rpi_zero_phat_template\current_version\working\_autosave-working.kicad_sch"
"Date:","29/09/2023 14:00:19"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","25"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1","1","10uF","C","Capacitors_SMD:C_0805","Unpolarized capacitor","",""
"C2, C3","2","22uF","C","Capacitors_SMD:C_0805","Unpolarized capacitor","",""
"C4","1","470pF","C","Capacitors_SMD:C_0805","Unpolarized capacitor","",""
"C5","1","220pF","C","Capacitors_SMD:C_0805","Unpolarized capacitor","",""
"D1","1","D_Zener","D_Zener","Diodes_SMD:D_SOD-323_HandSoldering","Zener diode","",""
"D2, D3","2","D","D","Diodes_SMD:D_SOD-123","Diode","",""
"J2","1","RPi_GPIO","RPi_GPIO","Pin_Headers:Pin_Header_Straight_2x20_Pitch2.54mm","Raspberry Pi Hat GPIO","",""
"L1","1","47uH","L","BOURNS:BOURNS-SRR1260","Inductor","",""
"R1, R6, R7","3","3k9","R","Resistors_SMD:R_0805","Resistor","",""
"R2","1","33k","R","Resistors_SMD:R_0805","Resistor","",""
"R3","1","4k7","R","Resistors_SMD:R_0805","Resistor","",""
"R4","1","47","R","Resistors_SMD:R_0805","Resistor","",""
"R5","1","1k","R","Resistors_SMD:R_0805","Resistor","",""
"SW1","1","SW_Push","SW_Push","CK:CK-PTS645","Push button switch, generic, two pins","",""
"SW2","1","SW_DIP_x01","SW_DIP_x01","CHS:CHS-01TA","1x DIP Switch, Single Pole Single Throw (SPST) switch, small symbol","",""
"TP1, TP2, TP6","3","TestPoint","TestPoint","Wire_Pads:SolderWirePad_single_SMD_5x10mm","test point","",""
"U1","1","V7805-1000-SMT","V78-1000-SMT","CUI:CUI-V78-1000-SMT","","",""
"U2","1","MCP2003B","MCP2003B","Housings_SOIC:SOIC-8_3.9x4.9mm_Pitch1.27mm","","",""
"U3","1","CAT24C32","CAT24C32","Housings_SOIC:SOIC-8_3.9x4.9mm_Pitch1.27mm","","",""
