"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\bveenema_daf021_ecm_3g_hardware_daf021_ecm_3g\current_version\working\working.kicad_sch"
"Date:","27/09/2023 19:36:59"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","69"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"BT1","1","Backup","Battery_Cell","Battery:BatteryHolder_Keystone_1042_1x18650","Single-cell battery","DigiKey",""
"C1, C2, C3, C4, C9","5","0.1uF","C_Small","Capacitor_SMD:C_0805_2012Metric_Pad1.15x1.40mm_HandSolder","Unpolarized capacitor, small symbol","DigiKey",""
"C5","1","10uF","C_Small","Capacitor_SMD:C_0805_2012Metric_Pad1.15x1.40mm_HandSolder","Unpolarized capacitor, small symbol","DigiKey",""
"D1","1","LIQ_RED","LED_ALT-Device","LED_SMD:LED_0805_2012Metric_Pad1.15x1.40mm_HandSolder","","DigiKey",""
"D2","1","LIQ_BLUE","LED_ALT-Device","LED_SMD:LED_0805_2012Metric_Pad1.15x1.40mm_HandSolder","","DigiKey",""
"D18","1","Horn","LED_ALT-Device","LED_SMD:LED_0805_2012Metric_Pad1.15x1.40mm_HandSolder","","DigiKey",""
"J1","1","Sensors","Conn_01x06_Male-Connector","Connector_JST:JST_XH_B6B-XH-AM_1x06_P2.50mm_Vertical","","DigiKey",""
"J4","1","Pail Sensor","Conn_01x03_Male-Connector","Connector_JST:JST_XH_B3B-XH-AM_1x03_P2.50mm_Vertical","","DigiKey",""
"J5","1","Horn","Conn_01x02_Male-Connector","Connector_JST:JST_XH_B2B-XH-AM_1x02_P2.50mm_Vertical","","DigiKey",""
"J8","1","AUX","Conn_02x09_Odd_Even","Connector_JST:JST_XAD_B18B-XADSS-N-A_2x09_P2.50mm_Vertical","Generic connector, double row, 02x09, odd/even pin numbering scheme (row 1 odd numbers, row 2 even numbers), script generated (kicad-library-utils/schlib/autogen/connector/)","DigiKey",""
"J9","1","USB_AUX","Conn_01x05_Male-Connector","Connector_JST:JST_XH_B5B-XH-AM_1x05_P2.50mm_Vertical","","DigiKey",""
"J10","1","USB_Argon","Conn_01x05_Male-Connector","Connector_JST:JST_XH_B5B-XH-AM_1x05_P2.50mm_Vertical","","DigiKey",""
"J11","1","USB_Boron","Conn_01x05_Male-Connector","Connector_JST:JST_XH_B5B-XH-AM_1x05_P2.50mm_Vertical","","DigiKey",""
"J12","1","USB_DEBUG","Conn_01x05_Male-Connector","Connector_JST:JST_XH_B5B-XH-AM_1x05_P2.50mm_Vertical","","DigiKey",""
"J13","1","Service","USB_B-Connector","Connector_USB:USB_B_Molex_67068-8000_Horizontal","","DigiKey",""
"J14","1","Antenna","Conn_01x02_Female-Connector","Connector_Coaxial:U.FL_Hirose_U.FL-R-SMT-1_Vertical","","DigiKey",""
"J20","1","Log","Micro_SD_Card_Det-Connector","Connector_Card:microSD_HC_Hirose_DM3D-SF","","DigiKey",""
"J21","1","Ambient Temperature","Conn_01x02_Male-Connector","Connector_JST:JST_XH_B2B-XH-AM_1x02_P2.50mm_Vertical","","DigiKey",""
"JP1, JP2, JP3, JP4, JP5, JP6, JP7, JP8, JP9, JP10","10","Jumper_NO_Small","SolderJumper_2_Open","Jumper:SolderJumper-2_P1.3mm_Open_TrianglePad1.0x1.5mm","Solder Jumper, 2-pole, open","N/A",""
"Q15","1","Q_NMOS_GSD","Q_NMOS_GSD","Package_TO_SOT_SMD:SOT-23","N-MOSFET transistor, gate/source/drain","DigiKey",""
"R1, R4","2","4.7K","R_Small","Resistor_SMD:R_0805_2012Metric_Pad1.15x1.40mm_HandSolder","Resistor, small symbol","DigiKey",""
"R2, R5","2","10K","R_Small","Resistor_SMD:R_0805_2012Metric_Pad1.15x1.40mm_HandSolder","Resistor, small symbol","DigiKey",""
"R3, R6","2","1.5K","R_Small","Resistor_SMD:R_0805_2012Metric_Pad1.15x1.40mm_HandSolder","Resistor, small symbol","DigiKey",""
"R7, R8","2","2.2k 0.5%","R_Small","Resistor_SMD:R_0805_2012Metric_Pad1.15x1.40mm_HandSolder","Resistor, small symbol","DigiKey",""
"R9, R10, R25","3","4.7k 0.5%","R_Small","Resistor_SMD:R_0805_2012Metric_Pad1.15x1.40mm_HandSolder","Resistor, small symbol","DigiKey",""
"R56","1","100k","R_Small","Resistor_SMD:R_0805_2012Metric_Pad1.15x1.40mm_HandSolder","Resistor, small symbol","DigiKey",""
"R57","1","4.7k","R_Small","Resistor_SMD:R_0805_2012Metric_Pad1.15x1.40mm_HandSolder","Resistor, small symbol","DigiKey",""
"TH1","1","4.7k NTC","Thermistor_NTC","Resistor_SMD:R_0805_2012Metric_Pad1.15x1.40mm_HandSolder","Temperature dependent resistor, negative temperature coefficient","DigiKey",""
"TP3","1","Red_LIQ","TestPoint","TestPoint:TestPoint_THTPad_D1.5mm_Drill0.7mm","test point","",""
"TP5","1","Red_PRESS","TestPoint","TestPoint:TestPoint_THTPad_D1.5mm_Drill0.7mm","test point","",""
