"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adamgreig_m3_avionics_strain_4_6\current_version\working\working.kicad_sch"
"Date:","18/09/2023 14:04:51"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","95"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C3, C4, C6, C15, C17","6","1n","C_Small","Capacitors_SMD:C_0603","","",""
"C2, C5, C16","3","10n","C_Small","Capacitors_SMD:C_0603","","",""
"C7, C8, C11, C12, C18, C20","6","8.2n","C_Small","Capacitors_SMD:C_0603","","",""
"C9, C10, C13, C14, C19, C21","6","82n","C_Small","Capacitors_SMD:C_0603","","",""
"C22, C23, C24, C25, C26, C27, C28, C29, C30, C31, C32, C33","12","100n","C_Small","agg:0603-L","","",""
"C34","1","10u","C_Small","agg:0603-L","","",""
"C35, C37","2","1u","C_Small","agg:0402-L","","",""
"D1, D2, D3, D4, D5, D6, D7, D8, D9","9","ESD_DIODE","ESD_DIODE","agg:0402","","",""
"IC1, IC3, IC6","3","AD8226","AD8226","agg:MSOP-8","","",""
"IC2, IC4, IC7","3","AD8541","AD8541","agg:SC-70-5","","",""
"IC5, IC8, IC9","3","AD8656","AD8656","agg:MSOP-8","","",""
"IC10","1","NCP380","NCP380","agg:DFN-6-EP-ONSEMI","","",""
"J1","1","WEST TOP","CONN_02x10","agg:TFML-110-02-L-D","","",""
"J2","1","EAST TOP","CONN_02x10","agg:TFML-110-02-L-D","","",""
"J3","1","WEST BOT","CONN_02x10","agg:SFML-110-02-L-D-LC","","",""
"J4","1","EAST BOT","CONN_02x10","agg:SFML-110-02-L-D-LC","","",""
"J5","1","SOUTH TOP","CONN_02x10","agg:TFML-110-02-L-D","","",""
"J6","1","SOUTH BOT","CONN_02x10","agg:SFML-110-02-L-D-LC","","",""
"J7","1","S1","CONN_01x04","Connectors_Molex:Connector_Molex_PicoBlade_53048-0410","","",""
"J8","1","S3","CONN_01x04","Connectors_Molex:Connector_Molex_PicoBlade_53048-0410","","",""
"J9","1","S2","CONN_01x04","Connectors_Molex:Connector_Molex_PicoBlade_53048-0410","","",""
"R1, R2, R3, R4, R19, R20","6","3.74K","R","Resistors_SMD:R_0603","","",""
"R5, R6, R7, R8, R21, R22","6","10K","R","Resistors_SMD:R_0603","","",""
"R9, R10, R23","3","330","R","Resistors_SMD:R_0603","","",""
"R11, R12, R24","3","1.69K","R","Resistors_SMD:R_0603","","",""
"R13, R14, R25","3","6.04K","R","Resistors_SMD:R_0603","","",""
"R15, R16, R26","3","562R","R","Resistors_SMD:R_0603","","",""
"R17, R18, R27","3","17.8K","R","Resistors_SMD:R_0603","","",""
"R28, R29, R30","3","0R","R","agg:0603","","",""
"R32","1","110k","R","agg:0402-L","","",""
