"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_lps3x_pcb_adafruit_lps3x\current_version\working\working.kicad_sch"
"Date:","15/09/2023 01:03:10"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","15"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C3","2","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C4","1","0.1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"D2","1","1N4148","DIODESOD-323","working:SOD-323","","",""
"JP1","1","IO HEADER","HEADER-1X8ROUND","working:1X08_ROUND","","",""
"Q1","1","BSS138 DUAL","MOSFET-N_DUAL","working:SOT363","","",""
"R1, R4","2","10K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R3","1","10K","RESISTOR_4PACK","working:RESPACK_4X0603","","",""
"U2","1","MIC5225-3.3","VREG_SOT23-5","working:SOT23-5","","",""
"U$3","1","LPS35HWLPS35HW","LPS35HWLPS35HW","working:CCLGA10L","","",""
"U$5, U$15","2","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"U$7, U$8","2","MOUNTINGHOLE2.0","MOUNTINGHOLE2.0","working:MOUNTINGHOLE_2.0_PLATED","","",""
