"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_lis3dh_breakout_pcb_adafruit_lis3dh\current_version\working\working.kicad_sch"
"Date:","14/09/2023 23:59:42"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","20"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1","1","0.1uF","CAP_CERAMIC0805_10MGAP","working:0805_10MGAP","","",""
"C2, C3","2","10µF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"D2","1","1N4148","DIODESOD-323","working:SOD-323","","",""
"FID1, FID2","2","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"JP1","1","HEADER-1X3ROUND","HEADER-1X3ROUND","working:1X03_ROUND","","",""
"JP2","1","HEADER-1X870MIL","HEADER-1X870MIL","working:1X08_ROUND_70","","",""
"Q1, Q2","2","BSS138","MOSFET-NWIDE","working:SOT23-WIDE","","",""
"R1, R2, R3, R4, R5, R8","6","10K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"U1","1","LIS3DHTR","ACCEL_LIS3DHTR","working:LGA16_3X3MM","","",""
"U2","1","MIC5225-3.3","VREG_SOT23-5","working:SOT23-5","","",""
"U$10, U$13","2","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
