"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_fona_800_gsm_breakout_pcb_adafruit_fona_800_gsm_breakout\current_version\working\working.kicad_sch"
"Date:","14/09/2023 04:01:14"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","53"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"ADC0","1","PINHD-1X1CB","PINHD-1X1CB","working:1X01-CLEANBIG","","",""
"C1","1","10µF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C2, C4, C6","3","33pF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C3, C5, C10","3","10pF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C7","1","100uF","C-USC1210","working:C1210","","",""
"C9, C11","2","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C14, C16","2","33pF","CAP_4PACK1206","working:RESPACK_4X0603","","",""
"C15, C17","2","10pF","CAP_4PACK1206","working:RESPACK_4X0603","","",""
"CHRG0","1","ORANGE","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"CN2","1","JSTPH","JST_2PIN","working:JSTPH2","","",""
"D1","1","MMSZ5231BT1G","DIODE-ZENERSOD123","working:SOD-123","","",""
"D2","1","SMF05C","TVSARRAY_5LANE","working:SOT363","","",""
"D3, D4, D5, D6","4","1N4148","DIODESOD-323","working:SOD-323","","",""
"DONE0","1","GREEN","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"FID1, FID2, FID3, FID4, FID5","5","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"IC1","1","74125PW","74125PW","working:TSSOP14","","",""
"JP1","1","PINHD-1X12-CB","PINHD-1X12-CB","working:1X12-CB","","",""
"JP2","1","MIC","HEADER-1X2ROUND","working:1X02_ROUND","","",""
"JP3","1","BUZZ","HEADER-1X2ROUND","working:1X02_ROUND","","",""
"NETSTAT0","1","BLUE","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"PWM0","1","PINHD-1X1CB","PINHD-1X1CB","working:1X01-CLEANBIG","","",""
"PWRSTAT0","1","GREEN","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"Q1","1","DTC143ZUAT106","-NPN_DRIVER-SC59-BEC","working:SC59-BEC","","",""
"R1","1","470","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R2, R4, R5","3","1K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R3","1","2K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"SW1","1","KMR2","SWITCH_TACT_SMT4.6X2.8","working:BTN_KMR2_4.6X2.8","","",""
"TP1","1","TPTP11R","TPTP11R","working:TP11R","","",""
"U1","1","SIM800H/L","GSM_SIM800L","working:SIM800L","","",""
"U2","1","MCP73831T-2ACI/OT","MCP73831/2","working:SOT23-5","","",""
"U$33, U$34","2","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
"VBUS0","1","PINHD-1X1CB","PINHD-1X1CB","working:1X01-CLEANBIG","","",""
"X1","1","SMACONNECTOR_EDGE_UFL","SMACONNECTOR_EDGE_UFL","working:SMA_EDGELAUNCH_UFL","","",""
"X2","1","MicroB","USBMICRO_20329","working:4UCONN_20329","","",""
"X4","1","AUDIO_3.5MMJACK_4POL","AUDIO_3.5MMJACK_4POL","working:4UCONN_18510","","",""
"X6","1","SIM_LOCKAMPHENOL","SIM_LOCKAMPHENOL","working:C707_10M006_512_2","","",""
