"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_ds3231_precision_rtc_featherwing_pcb_adafruit_ds3231_rtc_featherwing\current_version\working\working.kicad_sch"
"Date:","11/09/2023 17:23:44"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","15"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"B1","1","CR1220","BATTERYCR1220_2","working:CR1220-2","","",""
"C1","1","1uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"FID1, FID2, FID3","3","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"IC1","1","DS3231/SO","DS3231/SO","working:SO16W","","",""
"JP1","1","HEADER-1X16ROUND","HEADER-1X16ROUND","working:1X16_ROUND","","",""
"JP2","1","HEADER-1X3ROUND","HEADER-1X3ROUND","working:1X03_ROUND","","",""
"JP3, JP5","2","HEADER-1X1ROUND","HEADER-1X1ROUND","working:1X01_ROUND","","",""
"JP4","1","HEADER-1X11","HEADER-1X11","working:1X11_ROUND","","",""
"MS1","1","MICROSHIELD_NODIM","MICROSHIELD_NODIM","working:MICROSHIELD_DIM","","",""
"R1, R2","2","10K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"SW1","1","KMR2","SWITCH_TACT_SMT4.6X2.8","working:BTN_KMR2_4.6X2.8","","",""
