"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\ai03_2725_aurora_aurora\current_version\working\working.kicad_sch"
"Date:","23/09/2023 01:18:02"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","51"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1","1","10uF","CP1_Small-Device","Capacitors_Tantalum_SMD:CP_Tantalum_Case-A_EIA-3216-18_Reflow","","",""
"C2, C19, C20, C21, C22","5","0.1uF","C_Small","Capacitors_SMD:C_0603","Unpolarized capacitor, small symbol","",""
"C23, C24","2","4.7uF","C_Small","Capacitors_SMD:C_0603","Unpolarized capacitor, small symbol","",""
"C25, C26","2","1uF","C_Small","Capacitors_SMD:C_0603","Unpolarized capacitor, small symbol","",""
"D1, D2, D3, D4, D5, D6, D7, D8, D9","9","SOD-123","D_Small","Diodes_SMD:D_SOD-123","Diode, small symbol","",""
"F1","1","500mA","Polyfuse_Small","Fuse_Holders_and_Fuses:Fuse_SMD1206_Reflow","Resettable fuse, polymeric positive temperature coefficient, small symbol","",""
"LED1, LED2, LED3, LED4, LED5, LED6, LED7, LED8, LED9","9","RGB-6028","RGB-6028-random-keyboard-parts","random-keyboard-parts:RGB-6028","","",""
"MX1, MX2, MX3, MX4, MX5, MX6, MX7, MX8, MX9","9","MX-1U","MX-1U-MX_Alps_Hybrids","MX_Alps_Hybrid:MXOnly-1U-Hotswap","","",""
"R1","1","20k","R_Small","Resistors_SMD:R_0805","Resistor, small symbol","",""
"R2","1","10k","R_Small","Resistors_SMD:R_0805","Resistor, small symbol","",""
"R3, R4","2","2k","R_Small","Resistors_SMD:R_0805","Resistor, small symbol","",""
"R73, R74","2","5.1k","R_Small","Resistors_SMD:R_0805","Resistor, small symbol","",""
"SW2","1","SW_Push","SW_Push","Buttons_Switches_SMD:SW_SPST_SKQG","Push button switch, generic, two pins","",""
"SW3","1","SW_SPDT","SW_SPDT","Buttons_Switches_SMD:SW_SPDT_PCM12","Switch, single pole double throw","",""
"U1","1","IS31FL3731-QFLS2","IS31FL3731-QFLS2-random-keyboard-parts","Housings_DFN_QFN:QFN-28-1EP_4x4mm_Pitch0.4mm","","",""
"U2","1","PRTR5V0U2X","PRTR5V0U2X","random-keyboard-parts:SOT143B","","",""
"U3","1","STM32F072CBUx","STM32F072CBUx-MCU_ST_STM32F0","Housings_DFN_QFN:QFN-48-1EP_7x7mm_Pitch0.5mm","","",""
"U4","1","MCP1700-3002E_SOT23","MCP1700-3002E_SOT23-Regulator_Linear","TO_SOT_Packages_SMD:SOT-23","","",""
"USB1","1","HRO-TYPE-C-31-M-12","HRO-TYPE-C-31-M-12-Type-C","Type-C:HRO-TYPE-C-31-M-12-Assembly","","",""
