"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_amg8833_breakout_pcb_adafruit_amg8833_featherwing\current_version\working\working.kicad_sch"
"Date:","09/09/2023 18:02:28"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","18"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1","1","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C3","1","1uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C4","1","2.2uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C6","1","0.1uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"FID1, FID2","2","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"JP1","1","HEADER-1X1ROUND","HEADER-1X1ROUND","working:1X01_ROUND","","",""
"JP3","1","HEADER-1X16ROUND","HEADER-1X16ROUND","working:1X16_ROUND","","",""
"JP4","1","HEADER-1X12","HEADER-1X12","working:1X12_ROUND","","",""
"MS1","1","FEATHERWING","FEATHERWING","working:FEATHERWING","","",""
"R1","1","22 1%","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R2, R3, R4, R5","4","10K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"SJ1","1","ADDR","SOLDERJUMPER","working:SOLDERJUMPER_ARROW_NOPASTE","","",""
"SW1","1","SWITCH_TACT_SMT4.6X2.8","SWITCH_TACT_SMT4.6X2.8","working:BTN_KMR2_4.6X2.8","","",""
"U1","1","AMG8833","AMG8833","working:AMG8833","","",""
