"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\sparkfunx_qwiic_distance_rfd77402_rfd77402_tof_sensor\current_version\working\working.kicad_sch"
"Date:","13/09/2023 08:26:37"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","19"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1","1","0.1uF","C_Small","SparkFun-Capacitors:0603","","",""
"C2","1","4.7uF","C_Small","SparkFun-Capacitors:0603","","",""
"F1, F2","2","Fiducial","Fiducial","SparkFun-KiCad-Aesthetics:FIDUCIAL-1X2","","",""
"J1, J2","2","Qwiic_Connector","Qwiic_Connector","SparkX:1X04_1MM_RA","","",""
"J3","1","CONN_01X01","CONN_01X01","SparkX:1X01_NO_SILK","","",""
"J4","1","I2C_Standard_PTH_Connector","I2C_Standard_PTH_Connector","SparkX:1X04_NO_SILK","","",""
"J5","1","I2C_Standard_PTH_Connector","I2C_Standard_PTH_Connector","","","",""
"JP1","1","JUMPER-SMT_3_2-NC_PASTE_SILK","JUMPER-SMT_3_2-NC_PASTE_SILK","","","",""
"LOGO1","1","SPARKFUN-AESTHETICS_OSHW-LOGOS","SPARKFUN-AESTHETICS_OSHW-LOGOS","SparkFun-Aesthetics:OSHW-LOGO-MINI","","",""
"MK1, MK2","2","Mounting_Hole","Mounting_Hole","SparkFun-Hardware:STAND-OFF","","",""
"R1, R2","2","4.7k","R_Small","SparkFun-Resistors:0603","","",""
"U1","1","RFD77402","RFD77402","SparkFun_Kicad-Sensors:RFD77402","","",""
"U2, U3","2","SPARKX-LOGO4","SPARKX_SPARKX-LOGO4","SparkX:SPARKX-MEDIUM","","",""
"U4","1","CC_LICENSE","CC_LICENSE","SparkFun-Aesthetics:CREATIVE_COMMONS","","",""
