"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_tpa2012_or_ts2012_breakout_pcb_adafruit_ts2012_tpa2012_class_d_audio_amp\current_version\working\_autosave-working.kicad_sch"
"Date:","22/09/2023 13:53:04"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","23"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1","1","10µF","CAP_CERAMIC_0805MP","working:_0805MP","","",""
"C2, C3, C4","3","0.1µF","CAP_CERAMIC_0805MP","working:_0805MP","","",""
"C5, C6, C7, C8","4","1µF","CAP_CERAMIC_0805MP","working:_0805MP","","",""
"FB1, FB2","2","ferrite","FERRITE_0805MP","working:_0805MP","","",""
"FID1, FID2","2","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"J1, J2","2","TERMBLOCK_1X2","TERMBLOCK_1X2","working:TERMBLOCK_1X2-3.5MM","","",""
"JP1","1","HEADER-1X1070MIL","HEADER-1X1070MIL","working:1X10_ROUND70","","",""
"R1, R2, R3, R4","4","100K","RESISTOR_0805MP","working:_0805MP","","",""
"SW1","1","DIPSWITCH_2PIN","DIPSWITCH_2PIN","working:DIPSWITCH_2PIN","","",""
"U1","1","TS2012","AUDIOAMP_TPA2012D2","working:WQFN20","","",""
"U$20, U$21","2","MOUNTINGHOLE2.5_THICK","MOUNTINGHOLE2.5_THICK","working:MOUNTINGHOLE_2.5_PLATED_THICK","","",""
