"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_itsybitsy_32u4_pcb_itsy_bitsy_32u4_5v\current_version\working\working.kicad_sch"
"Date:","14/09/2023 12:17:13"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","23"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C6, C8","2","10µF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C7, C14","2","1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"C9","1","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"D1, D4","2","MBR120","DIODE-SCHOTTKYSOD-123","working:SOD-123","","",""
"IC1","1","ATMEGA32U4-MU","ATMEGA32U4-MU","working:TQFN44_7MM","","",""
"IC2","1","741G125DBV","741G125DBV","working:SOT23-5","","",""
"JP1","1","HEADER-1X5ROUND","HEADER-1X5ROUND","working:1X05_ROUND","","",""
"JP2, JP4","2","HEADER-1X14","HEADER-1X14","working:1X14_ROUND70","","",""
"L0","1","RED","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"R4, R5","2","22","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R7","1","2.2K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R9","1","100k","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"SW1","1","SPST_TACT-KMR2","SPST_TACT-KMR2","working:KMR2","","",""
"U2","1","MIC5225-3.3","VREG_SOT23-5","working:SOT23-5","","",""
"U$34, U$35","2","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"X3","1","microUSB","USB_MICRO_20329_V2","working:4UCONN_20329_V2","","",""
"Y1","1","RESONATORSMD","RESONATORSMD","working:RESONATOR-SMD","","",""
