"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_esp32_s3_reverse_tft_feather_pcb_adafruit_esp32_s3_reverse_tft_feather\current_version\working\working.kicad_sch"
"Date:","11/09/2023 18:25:58"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","51"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C2, C3, C6, C7, C8, C9, C12","8","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C4, C5, C10, C11","4","1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"CHG0","1","ORANGE","LED0603_NOOUTLINE","working:CHIPLED_0603_NOOUTLINE","","",""
"CONN1","1","STEMMA_I2C_QTRA","STEMMA_I2C_QTRA","working:JST_SH4_RA","","",""
"D3","1","RED","LED0603_NOOUTLINE","working:CHIPLED_0603_NOOUTLINE","","",""
"D4","1","MBR540","DIODE-SCHOTTKYSOD-123","working:SOD-123","","",""
"DISP1","1","DISP_LCD_GENERIC_SPI_1.14IN_240X135_WRAPUNDER","DISP_LCD_GENERIC_SPI_1.14IN_240X135_WRAPUNDER","working:TFT_1.14IN_240X135_WRAPUNDER","","",""
"JP1","1","HEADER-1X16_MIN","HEADER-1X16_MIN","working:1X16_ROUND_MIN","","",""
"JP3","1","HEADER-1X12_MIN","HEADER-1X12_MIN","working:1X12_ROUND_MIN","","",""
"LED1","1","WS2812B_SK6805_1515","WS2812B_SK6805_1515","working:SK6805_1515","","",""
"Q1","1","BSS138","MOSFET-N_SC70","working:SC70","","",""
"Q3","1","DMG3415U","MOSFET-P","working:SOT23-R","","",""
"R1","1","10K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R2, R4, R5, R8, R10","5","5.1K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R7, R12","2","100K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R9","1","22ohm","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R13","1","10K Pack","RESISTOR_4PACK","working:RESPACK_4X0603","","",""
"R17","1","1Meg","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"SW1, SW2, SW3, SW4, SW5","5","KMR2","SWITCH_TACT_SMT_RKB2","working:BTN_RKB2_4.6X2.8","","",""
"TP1","1","TESTPOINTROUND1.5MMNO","TESTPOINTROUND1.5MMNO","working:TESTPOINT_ROUND_1.5MM_NO","","",""
"U1","1","ESP32-S3-MINI-1","ESP32-S3-MINI-1","working:ESP32-S2-MINI-1","","",""
"U2, U5","2","RT9080/AP2112-3.3","VREG_SOT23-5","working:SOT23-5","","",""
"U3","1","MCP73831T-2ACI/OT","MCP73831/2","working:SOT23-5","","",""
"U4","1","BME280","BME280","working:BME280","","",""
"U$31, U$32","2","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
"U$34, U$35","2","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"X1","1","CON_JST_PH_2PIN_MT_BATT","CON_JST_PH_2PIN_MT_BATT","working:JSTPH2_BATT","","",""
"X2","1","MAX17048/T","MAX17048/T","working:TDFN8_2X2MM","","",""
"X3","1","USB C","USB_C","working:USB_C_CUSB31-CFM2AX-01-X","","",""
