"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\axello_kicad_nodemcu_metriful_old\current_version\working\working.kicad_sch"
"Date:","26/09/2023 22:50:54"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","21"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1","1","100pF","Device_C","Capacitor_SMD:C_0805_2012Metric_Pad1.18x1.45mm_HandSolder","","",""
"C2","1","100nF","Device_C","Capacitor_SMD:C_0805_2012Metric","","",""
"CN1, CN2, CN3","3","RJ10","RJ10","1wire-v0.4:rj10","","",""
"F1","1","Polyfuse","Polyfuse_Small","Fuse:Fuse_1210_3225Metric_Pad1.42x2.65mm_HandSolder","","",""
"J1","1","GPIO","Conn_02x04_Odd_Even","Connector_PinHeader_2.54mm:PinHeader_2x04_P2.54mm_Vertical","Generic connector, double row, 02x04, odd/even pin numbering scheme (row 1 odd numbers, row 2 even numbers), script generated (kicad-library-utils/schlib/autogen/connector/)","",""
"J2","1","Deep Sleep","Conn_01x02_Male","Connector_PinHeader_2.54mm:PinHeader_1x02_P2.54mm_Vertical","Generic connector, single row, 01x02, script generated (kicad-library-utils/schlib/autogen/connector/)","",""
"J4","1","Particle Sensor","Conn_01x03_Female","Connector_JST:JST_PH_B3B-PH-K_1x03_P2.00mm_Vertical","Generic connector, single row, 01x03, script generated (kicad-library-utils/schlib/autogen/connector/)","",""
"Q1","1","BSS138BKW","Device_Q_NMOS_GSD","Package_TO_SOT_SMD:SOT-323_SC-70_Handsoldering","","",""
"Q2","1","NX2301P","Device_Q_PMOS_GSD","1wire-v0.4:SOT-23-3","","",""
"R1, R2, R6","3","10k","Device_R_Small","Resistor_SMD:R_0805_2012Metric_Pad1.20x1.40mm_HandSolder","","",""
"R3","1","5.6k","Device_R_Small","Resistor_SMD:R_0805_2012Metric_Pad1.20x1.40mm_HandSolder","","",""
"R4, R5, R7","3","22R","Device_R_Small","Resistor_SMD:R_0805_2012Metric_Pad1.20x1.40mm_HandSolder","","",""
"U1","1","NodeMCU 1.0 (ESP-12E)","NodeMCU_1.0_(ESP-12E)","NodeMCU:NodeMCU_0.1_Axel","","",""
"U2","1","Metriful","Metriful-1","Sensor:Metriful-1","","",""
"U3","1","DS18B20","DS18B20","Package_TO_SOT_THT:TO-92_Inline","Programmable Resolution 1-Wire Digital Thermometer TO-92","",""
