"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_ano_rotary_navigation_encoder_to_i2c_adafruit_ano_rotary_encoder_to_i2c\current_version\working\working.kicad_sch"
"Date:","09/09/2023 18:53:50"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","26"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C2, C3","2","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C4","1","0.1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"CONN3, CONN4","2","STEMMA_I2C_QT","STEMMA_I2C_QT","working:JST_SH4","","",""
"D1","1","GREEN","LED0603_NOOUTLINE","working:CHIPLED_0603_NOOUTLINE","","",""
"D2","1","red","LED0603_NOOUTLINE","working:CHIPLED_0603_NOOUTLINE","","",""
"FID3, FID4","2","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"JP1","1","HEADER-1X670MIL","HEADER-1X670MIL","working:1X06_ROUND_70","","",""
"R1, R2, R3, R4, R7","5","10K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R5","1","10K Pack","RESISTOR_4PACK","working:RESPACK_4X0603","","",""
"SJ2, SJ3, SJ4, SJ5","4","SOLDERJUMPERCLOSED","SOLDERJUMPERCLOSED","working:SOLDERJUMPER_CLOSEDWIRE","","",""
"U$25, U$27, U$29, U$30","4","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
"X1","1","ENCODER_ANO","ENCODER_ANO","working:ENCODER_ANO","","",""
"X2","1","ATTINY8X6_QFN","ATTINY8X6_QFN","working:QFN20_3MM","","",""
