"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\coddingtonbear_urchin_urchin\current_version\working\working.kicad_sch"
"Date:","29/09/2023 16:36:05"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","20"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C2, C3, C6, C7","5","0.1u","C","KiCad/Capacitors_SMD.pretty:C_0805_HandSoldering","","",""
"C4, C5","2","22p","C","KiCad/Capacitors_SMD.pretty:C_0805_HandSoldering","","",""
"C8","1","100u","C","apexelectrix/apex-smd-resistors.pretty:R_1206_HandSoldering","","",""
"D1","1","LED_RGB","LED_RGB","urchin:SLV6A-FKB","","",""
"IC1","1","ATMEGA328PB-A","ATMEGA328PB-A","sherifeid/RoboLib.pretty:TQFP32_ATMEGA328P","","",""
"IC2","1","ATTINY85-S","ATTINY85-S","cbrues/kicad-lib2/footprints/sm-ics.pretty:SM-SOIC-8-208MIL","","",""
"JP1","1","Jumper_NC_Dual","Jumper_NC_Dual","KiCad/Pin_Headers.pretty:Pin_Header_Straight_1x03_Pitch2.54mm_SMD_Pin1Left","","",""
"P1","1","CONN_02X03","CONN_02X03","urchin:SMD_PIN_HEADER_02x03","","",""
"P2","1","USB_OTG","USB_OTG","urchin:MICRO-B_USB-INVERTED","","",""
"R1, R3, R4","3","R_Small","R_Small","Resistors_SMD:R_0805_HandSoldering","","",""
"R2","1","10k","R_Small","Resistors_SMD:R_0805_HandSoldering","","",""
"U1","1","CH340G","CH340G","Housings_SOIC:SOIC-16_3.9x9.9mm_Pitch1.27mm","","",""
"Y1","1","12M","Crystal","Crystals:Crystal_SMD_HC49-SD","","",""
