"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_samd09_breakout_pcb_atsamd09d14_breakout_rev_b\current_version\working\working.kicad_sch"
"Date:","16/09/2023 08:32:29"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","17"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C4","2","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C2","1","0.1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"D1","1","RED","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"D2","1","GREEN","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"FID1, FID2","2","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"IC1","1","ATSAMD09D14A-MU","ATSAMD09D14A-MU","working:QFN24_4MM","","",""
"JP1, JP3","2","HEADER-1X1276MIL","HEADER-1X1276MIL","working:1X12_ROUND_76MIL","","",""
"R1, R2, R3","3","1K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R4, R5","2","10k","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"SW1","1","KMR2","SWITCH_TACT_SMT4.6X2.8","working:BTN_KMR2_4.6X2.8","","",""
"U1","1","AP2112K","VREG_SOT23-5","working:SOT23-5","","",""
