"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_tca8418_pcb_adafruit_tca8418\current_version\working\working.kicad_sch"
"Date:","16/09/2023 17:16:53"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","20"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1","1","0.1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"C2, C3","2","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"CONN3, CONN4","2","STEMMA_I2C_QT","STEMMA_I2C_QT","working:JST_SH4","","",""
"D1","1","GREEN","LED0603_NOOUTLINE","working:CHIPLED_0603_NOOUTLINE","","",""
"D2","1","1n4148","DIODESOD-323","working:SOD-323","","",""
"FID3, FID4","2","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"IC1","1","TCA8418","TCA8418","working:QFN24_4MM_SMSC","","",""
"JP1, JP4","2","HEADER-1X13","HEADER-1X13","working:1X13_ROUND_70","","",""
"Q2","1","BSS138","MOSFET-N_DUAL","working:SOT363","","",""
"R1, R2, R4","3","10K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R3","1","10K Pack","RESISTOR_4PACK","working:RESPACK_4X0603","","",""
"U2","1","AP2127K-3.3","VREG_SOT23-5","working:SOT23-5","","",""
"U$1, U$17","2","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
