"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_cc3000_shield_pcb_adafruit_cc3000_shield_rev_b\current_version\working\working.kicad_sch"
"Date:","13/09/2023 19:52:22"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","39"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1","1","2.2pF","CAP_CERAMIC_0402","working:_0402","","",""
"C2","1","10pF","CAP_CERAMIC_0402","working:_0402","","",""
"C3","1","DNC_10pF","CAP_CERAMIC_0402","working:_0402","","",""
"C4, C5","2","1µF","CAP_CERAMIC_0805MP","working:_0805MP","","",""
"C6, C7, C8","3","10µF","CAP_CERAMIC_0805MP","working:_0805MP","","",""
"CN2","1","microSD","MICROSD","working:MICROSD","","",""
"FB1","1","Ferrite","FERRITE_0805MP","working:_0805MP","","",""
"FID1, FID2, FID3","3","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"IC1","1","74AHC1G125","74AHC1G125","working:SOT23-5L","","",""
"JP1","1","PINHD-1X8BIG","PINHD-1X8BIG","working:1X08-BIG","","",""
"JP2","1","HEADER-1X3ROUND","HEADER-1X3ROUND","working:1X03_ROUND","","",""
"JP3","1","HEADER-1X1070MIL","HEADER-1X1070MIL","working:1X10_ROUND70","","",""
"JP4, JP5","2","PINHD-1X8CLEANBIG","PINHD-1X8CLEANBIG","working:1X08-CLEANBIG","","",""
"JP6","1","PINHD-1X6CB","PINHD-1X6CB","working:1X06-CLEANBIG","","",""
"L1","1","DNP","INDUCTOR_0402","working:_0402","","",""
"L2","1","2.2nH","INDUCTOR_0402","working:_0402","","",""
"LED1","1","green","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"R1","1","470 ohm","RESISTOR_0805MP","working:_0805MP","","",""
"R2, R3","2","10K","RESISTOR_0805MP","working:_0805MP","","",""
"SJ1","1","TESTMODE","SOLDERJUMPER_CLOSED","working:SOLDERJUMPER_CLOSEDWIRE","","",""
"SJ2","1","MOSIHW","SOLDERJUMPER","working:SOLDERJUMPER_ARROW_NOPASTE","","",""
"SJ3","1","MISOHW","SOLDERJUMPER","working:SOLDERJUMPER_ARROW_NOPASTE","","",""
"SJ4","1","SCKHW","SOLDERJUMPER","working:SOLDERJUMPER_ARROW_NOPASTE","","",""
"SW1","1","SPST_TACT-EVQQ2","SPST_TACT-EVQQ2","working:EVQ-Q2","","",""
"TP1","1","SCL","TESTPOINTPAD1MM","working:TESTPOINT_PAD_1MM","","",""
"TP2","1","SDA","TESTPOINTPAD1MM","working:TESTPOINT_PAD_1MM","","",""
"U1","1","CC3000MOD","CC3000MOD","working:CC3000MOD","","",""
"U2","1","LT1117-3v","VREG_SOT223","working:SOT223-R","","",""
"U3","1","74HC4050D","74HC4050D","working:SOIC16","","",""
"U$35","1","U.FL","U.FL","working:U.FL","","",""
"U$36","1","ARDUINO_R3_ICSP","ARDUINO_R3_ICSP","working:ARDUINOR3_ICSP","","",""
"X1","1","2450AT18B100","ANTENNA_JOHANSON_2500AT44M0400","working:ANT_2500AT44M0400","","",""
