"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_rgb_matrix_bonnet_pcb_adafruit_rgb_matrix_bonnet\current_version\working\working.kicad_sch"
"Date:","16/09/2023 07:28:00"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","19"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"CONN1","1","HEADER-1X25","HEADER-1X25","working:1X25_ROUND_70MIL","","",""
"D1","1","MBR120","DIODESOD-123","working:SOD-123","","",""
"D2","1","green","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"FID1, FID2, FID3","3","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"IC3","1","MAX486X/SOT","MAX486X/SOT","working:SOT23-6","","",""
"JP1","1","HEADER-1X376MIL","HEADER-1X376MIL","working:1X03_ROUND_76","","",""
"JP15","1","HEADER-2X8_SHROUDED","HEADER-2X8_SHROUDED","working:2X08_SHROUDED","","",""
"MATRIX_PWR0","1","PINHEAD","PINHEAD","working:TERMBLOCK508","","",""
"Q1","1","AON3414","MOSFET-NPOWERPAK-1212-8","working:POWERPAK-1212-8","","",""
"Q2","1","AON7401","MOSFET-P-POWERDI3333","working:POWERDI3333","","",""
"R4, R13","2","1K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"RPI1","1","RASPBERRYPI_BPLUS_BONNET_THMSMT","RASPBERRYPI_BPLUS_BONNET_THMSMT","working:PI_BONNET_THMSMT","","",""
"SJ1","1","SOLDERJUMPER_2WAY","SOLDERJUMPER_2WAY","working:SOLDERJUMPER_2WAY_OPEN_NOPASTE","","",""
"U3, U5","2","74AHCT245","74LCX245","working:TSSOP20","","",""
"X1","1","2.1mm DC","DCBARRELPTH","working:DCJACK_2MM_PTH","","",""
