"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_audio_bff_pcb_adafruit_audio_bff_pcb\current_version\working\working.kicad_sch"
"Date:","11/09/2023 09:23:14"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","17"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1","1","0.1uF","CAP_CERAMIC_0402NO","working:_0402NO","","",""
"C2","1","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C3","1","1uF","CAP_CERAMIC_0402NO","working:_0402NO","","",""
"C5, C6","2","220pF","CAP_CERAMIC_0402NO","working:_0402NO","","",""
"FB1, FB2","2","Ferrite","FERRITE_0402","working:_0402","","",""
"JP1, JP3","2","HEADER-1X7_CASTEL","HEADER-1X7_CASTEL","working:1X07_CASTEL","","",""
"R1","1","10K","RESISTOR_0402NO","working:_0402NO","","",""
"R2","1","1M","RESISTOR_0402NO","working:_0402NO","","",""
"SJ1","1","SOLDERJUMPER_2WAY","SOLDERJUMPER_2WAY","working:SOLDERJUMPER_2WAY_OPEN_NOPASTE","","",""
"U1","1","MAX98357A","AUDIOAMP_MAX98357","working:QFN16_3MM","","",""
"U$6, U$8","2","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"U$12","1","CON_MOLEX_2P","CON_MOLEX_2P","working:53398-0271","","",""
"X1","1","MicroSD","MICROSD104031-0811","working:MOLEX_104031-0811","","",""
