"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_9_dof_and_10_dof_pcbs_adafuit_10dof\current_version\working\working.kicad_sch"
"Date:","09/09/2023 16:12:25"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","30"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1","1","10nF","CAP_CERAMIC_0805MP","working:_0805MP","","",""
"C2","1","470nF","CAP_CERAMIC_0805MP","working:_0805MP","","",""
"C3, C4","2","0.1uF","CAP_CERAMIC_0805MP","working:_0805MP","","",""
"C5, C8, C9","3","10uF","CAP_CERAMIC_0805MP","working:_0805MP","","",""
"C6","1","4.7uF","CAP_CERAMIC_0805MP","working:_0805MP","","",""
"C7","1","0.22µF","CAP_CERAMIC_0805MP","working:_0805MP","","",""
"FID1, FID2, FID3","3","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"JP1","1","HEADER-1X10ROUND","HEADER-1X10ROUND","working:1X10_ROUND","","",""
"Q1, Q2","2","BSS138","MOSFET-NWIDE","working:SOT23-WIDE","","",""
"R1, R2, R3, R4, R5, R6, R7","7","10K","RESISTOR_0805MP","working:_0805MP","","",""
"U1","1","L3GD20","GYRO_L3G2400D","working:L3G4200D_LGA16L","","",""
"U2","1","LSM303DLHC","LSM303DLHC","working:LGA14","","",""
"U3","1","BMP180","BMP180EXT","working:BMP180_EXTENDED","","",""
"U4","1","MIC5225-3.3","VREG_SOT23-5","working:SOT23-5","","",""
"U$28, U$29, U$30, U$31","4","MOUNTINGHOLE2.5_THICK","MOUNTINGHOLE2.5_THICK","working:MOUNTINGHOLE_2.5_PLATED_THICK","","",""
