"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_piuart_pcb_adafruit_piuart_usb_c\current_version\working\working.kicad_sch"
"Date:","16/09/2023 00:24:57"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","23"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C2, C3","3","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C4","1","0.1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"D1","1","RED","LED0603_NOOUTLINE","working:CHIPLED_0603_NOOUTLINE","","",""
"D2","1","YELLOW","LED0603_NOOUTLINE","working:CHIPLED_0603_NOOUTLINE","","",""
"D3","1","GREEN","LED0603_NOOUTLINE","working:CHIPLED_0603_NOOUTLINE","","",""
"FID1, FID2, FID3, FID4","4","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"ON/OFF0","1","EG1390","DPDT-EG1390","working:EG1390","","",""
"R1","1","5.1K","RESISTOR_4PACK","working:RESPACK_4X0603","","",""
"R2, R5","2","47K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R3","1","5.1K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R6","1","20K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"SJ1","1","SOLDERJUMPERCLOSED","SOLDERJUMPERCLOSED","working:SOLDERJUMPER_CLOSEDWIRE","","",""
"T2","1","DMG3415U","PMOSSOT23","working:SOT-23","","",""
"U1","1","CP2104","CP2104","working:QFN24_4MM_SMSC","","",""
"U$9","1","RASPBERRYPI_2X5","RASPBERRYPI_2X5","working:RASPBERRYPI_2X5_THMSMT","","",""
"U$18","1","MOUNTINGHOLE3.0THIN","MOUNTINGHOLE3.0THIN","working:MOUNTINGHOLE_3.0_PLATEDTHIN","","",""
"X2","1","USB_C","USB_C","working:USB_C_CUSB31-CFM2AX-01-X","","",""
