"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_huzzah_esp8266_basic_breakout_pcb_adafruit_huzzah_esp8266_basic_breakout\current_version\working\working.kicad_sch"
"Date:","14/09/2023 08:39:25"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","26"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C2","2","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"D1, D2","2","1n4148","DIODESOD-323","working:SOD-323","","",""
"D3","1","RED","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"D5, D6","2","MBR120","DIODE-SCHOTTKYSOD-123","working:SOD-123","","",""
"FID1, FID3","2","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"JP1","1","FTDI","HEADER-1X670MIL","working:1X06_ROUND_70","","",""
"JP4, JP5","2","HEADER-1X1070MIL","HEADER-1X1070MIL","working:1X10_ROUND70","","",""
"R1, R3, R4, R6, R7","5","10K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R2","1","1K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"SW1, SW2","2","KMR2","SWITCH_TACT_SMT4.6X2.8","working:BTN_KMR2_4.6X2.8","","",""
"U1","1","SPX3819","VREG_SOT23-5","working:SOT23-5","","",""
"U$15, U$16, U$17, U$18","4","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
"X1","1","ESP-12","ESP-12","working:ESP-12","","",""
