"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_pitft_2_4_inch_hat_pcb_adafruit_pitft_2_4in_hat\current_version\working\working.kicad_sch"
"Date:","15/09/2023 23:39:12"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","35"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C5","2","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C2, C3","2","0.1uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"D1","1","1n4148","DIODESOD-323","working:SOD-323","","",""
"IC5","1","AXP803","AXP083-SAG","working:SOT23","","",""
"JP2","1","CID:2608","HEADER-2X13-SMT","working:2X13_SMT_MALE","","",""
"Q4","1","BSS138","MOSFET-NWIDE","working:SOT23-WIDE","","",""
"R1, R2, R3, R4","4","100","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R5, R9, R12, R13","4","3.9K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R6, R7","2","10K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R8","1","DNP","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R10, R11","2","22","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"RPI1","1","RASPBERRYPI_BPLUS_HATNOSLOTS","RASPBERRYPI_BPLUS_HATNOSLOTS","working:PI_HAT_NOSLOTS","","",""
"SJ1","1","WP","SOLDERJUMPER_CLOSED","working:SOLDERJUMPER_CLOSEDWIRE","","",""
"SJ2","1","BACKLITE","SOLDERJUMPER_CLOSED","working:SOLDERJUMPER_CLOSEDWIRE","","",""
"SW1, SW2, SW3, SW4, SW5","5","SWITCH_PUSHBUTTONEVQ-PE","SWITCH_PUSHBUTTONEVQ-PE","working:TACT_PANA-EVQ","","",""
"U1","1","CAT24C32","EEPROM_I2C_SOIC8_GENERIC","working:SOIC8_150MIL","","",""
"U2","1","STMPE610","STMPE610","working:QFN16_3MM","","",""
"U$2","1","DISP_LCD_240X320_50PIN-2.4IN","DISP_LCD_240X320_50PIN-2.4IN","working:TFT_2.4IN_240X320_50PIN","","",""
"U$10, U$11, U$18","3","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
