"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_adxl343_adt7410_sensor_featherwing_pcb_adafruit_adxl343_adt7410_featherwing\current_version\working\working.kicad_sch"
"Date:","09/09/2023 17:03:42"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","20"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C3","2","0.1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"C2, C4","2","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"CONN1","1","STEMMA_I2C_QT","STEMMA_I2C_QT","working:JST_SH4","","",""
"FID1, FID2","2","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"JP1, JP4","2","HEADER-1X2ROUND","HEADER-1X2ROUND","working:1X02_ROUND","","",""
"JP2","1","HEADER-1X1276MIL","HEADER-1X1276MIL","working:1X12_ROUND_76MIL","","",""
"JP3","1","HEADER-1X16_76MIL","HEADER-1X16_76MIL","working:1X16_ROUND_76MIL","","",""
"MS1","1","FEATHERWING_NODIM","FEATHERWING_NODIM","working:FEATHERWING_NODIM","","",""
"R1, R2","2","10K Pack","RESISTOR_4PACK","working:RESPACK_4X0603","","",""
"R3","1","10K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"SJ1, SJ2, SJ3","3","SOLDERJUMPER","SOLDERJUMPER","working:SOLDERJUMPER_ARROW_NOPASTE","","",""
"U1","1","ADT7410","TEMP_ADT7410","working:SOIC8_150MIL","","",""
"U2","1","ADXL343","ACCEL_ADXL343","working:LGA14","","",""
