"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adamgreig_bikedar_bikedar\current_version\working\_autosave-_autosave-working.kicad_sch"
"Date:","22/09/2023 15:47:13"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","53"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"AE1, AE2, AE3","3","ANT","ANT","","","",""
"C1, C3, C7, C18","4","1µ","C","agg:0603","","",""
"C2","1","1n","C","agg:0603","","",""
"C4, C15, C19, C20","4","10µ","C","agg:0603","","",""
"C5, C6","2","100n","C","agg:0402","","",""
"C8, C10, C11, C12, C13, C14, C16, C17","8","100n","C","agg:0603","","",""
"C9","1","1n","C","agg:0402","","",""
"D1","1","LED","LED","agg:0603-LED","","",""
"IC1","1","ADP3335","ADP3335","agg:MSOP-8","","",""
"IC2","1","BGT24MTR12","BGT24MTR12","agg:QFN-32-BGT24MTR","","",""
"IC3, IC8","2","AD8541","AD8541","agg:SC-70-5","","",""
"IC4, IC5, IC6, IC7","4","AD8226","AD8226","agg:MSOP-8","","",""
"J1","1","CONN_02x10","CONN_02x10","agg:DIL-254P-20","","",""
"R1, R2, R13","3","100","R","agg:0402","","",""
"R3","1","50","R","agg:0402","","",""
"R4, R5, R10, R11, R12","5","10k","R","agg:0603","","",""
"R6, R7, R8, R9","4","5k49","R","agg:0402","","",""
"R14","1","1k","R","agg:0603","","",""
"TP1","1","TESTPAD","TESTPAD","agg:TESTPAD","","",""
"TP2","1","TESTPAD","TESTPAD","agg:SIL-254P-01","","",""
"X1, X2, X3, X4","4","M3_MOUNT","PART","agg:M3_MOUNT","","",""
