"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_si5351a_clock_generator_with_stemma_qt_pcb_si5351_stemma_qt_board\current_version\working\working.kicad_sch"
"Date:","16/09/2023 11:04:55"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","23"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C4","2","0.47uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"C2, C3","2","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"CONN3, CONN4","2","STEMMA_I2C_QT","STEMMA_I2C_QT","working:JST_SH4","","",""
"D1","1","GREEN","LED0603_NOOUTLINE","working:CHIPLED_0603_NOOUTLINE","","",""
"FID3, FID4","2","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"JP2, JP5","2","HEADER-1X570MIL","HEADER-1X570MIL","working:1X05_ROUND_70","","",""
"Q2","1","BSS138","MOSFET-N_DUAL","working:SOT363","","",""
"R1","1","10K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R3","1","10K pack","RESISTOR_4PACK","working:RESPACK_4X0603","","",""
"SJ1","1","SOLDERJUMPERCLOSED","SOLDERJUMPERCLOSED","working:SOLDERJUMPER_CLOSEDWIRE","","",""
"U1","1","Si5351A-B-GT","SI5351A","working:MSOP10","","",""
"U2","1","AP2127K-3.3","VREG_SOT23-5","working:SOT23-5","","",""
"U$1, U$17, U$19, U$21","4","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
"X2","1","SMA","SMACONNECTOR_EDGE","working:SMA_EDGELAUNCH","","",""
"Y1","1","25MHz - Seiko Q22FA1280056900","CRYSTAL_2X1.6MM","working:CRYSTAL_2X1.6","","",""
