"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_neopixel_driver_bff_pcb_adafruit_neopixel_driver_bff\current_version\working\working.kicad_sch"
"Date:","15/09/2023 15:49:40"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","16"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C3","1","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C4","1","1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"IC2","1","741G125DBV","741G125DBV","working:SOT23-5","","",""
"JP1, JP3","2","HEADER-1X7_CASTEL","HEADER-1X7_CASTEL","working:1X07_CASTEL","","",""
"JP2","1","HEADER-1X1ROUND_76MIL","HEADER-1X1ROUND_76MIL","working:1X01_ROUND_76MIL","","",""
"NEO0","1","JST PH 3","CON_JST_PH_3PIN","working:JSTPH3","","",""
"R1","1","100","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"SJ1","1","SOLDERJUMPERCLOSED","SOLDERJUMPERCLOSED","working:SOLDERJUMPER_CLOSEDWIRE","","",""
"SJ2, SJ3, SJ4, SJ5, SJ6","5","SOLDERJUMPER","SOLDERJUMPER","working:SOLDERJUMPER_ARROW_NOPASTE","","",""
"U$6, U$8","2","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
