"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\ai03_2725_voyager4_voyager4\current_version\working\_autosave-_autosave-working_1.kicad_sch"
"Date:","24/09/2023 12:45:10"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","32"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C2","2","22p","C_Small","Capacitors_SMD:C_0603","Unpolarized capacitor, small symbol","",""
"C3","1","1uF","C_Small","Capacitors_SMD:C_0603","Unpolarized capacitor, small symbol","",""
"C4, C5","2","0.1u","C_Small","Capacitors_SMD:C_0603","Unpolarized capacitor, small symbol","",""
"C6","1","4.7u","C_Small","Capacitors_SMD:C_0603","Unpolarized capacitor, small symbol","",""
"CR1, CR2","2","0.1u","C_Small","Capacitors_SMD:C_0603","Unpolarized capacitor, small symbol","",""
"D9, D18","2","WS2812B","WS2812B","LEDs:LED_WS2812B-PLCC4","RGB LED with integrated controller","",""
"F1","1","500mA","Polyfuse_Small","Fuse_Holders_and_Fuses:Fuse_SMD1206_Reflow","Resettable fuse, polymeric positive temperature coefficient, small symbol","",""
"MX1, MX2, MX3, MX4","4","MX-1U","MX-1U-MX_Alps_Hybrids","MX_Alps_Hybrid:MX-1U","","",""
"Q1","1","Q_NPN_BEC","Q_NPN_BEC","TO_SOT_Packages_SMD:SOT-23","NPN transistor, base/emitter/collector","",""
"R1, R5","2","10k","R_Small","Resistors_SMD:R_0805","Resistor, small symbol","",""
"R2, R3","2","22","R_Small","Resistors_SMD:R_0805","Resistor, small symbol","",""
"R4, R6","2","5.1k","R_Small","Resistors_SMD:R_0805","Resistor, small symbol","",""
"R7, R8, R9, R10, R27","5","1k","R_Small","Resistors_SMD:R_0805","Resistor, small symbol","",""
"SW1","1","SW_Push","SW_Push","random-keyboard-parts:Jumper-UserFriendly-Small","Push button switch, generic, two pins","",""
"U1","1","ATmega32U2-MU","ATmega32U2-MU-MCU_Microchip_ATmega","Housings_DFN_QFN:QFN-32-1EP_5x5mm_Pitch0.5mm","","",""
"U2","1","PRTR5V0U2X","PRTR5V0U2X","random-keyboard-parts:SOT143B","","",""
"USB1","1","HRO-TYPE-C-31-M-12","HRO-TYPE-C-31-M-12-Type-C","Type-C:HRO-TYPE-C-31-M-12-Assembly","","",""
"Y1","1","16MHz","Crystal_GND24_Small","Crystals:Crystal_SMD_3225-4pin_3.2x2.5mm","Four pin crystal, GND on pins 2 and 4, small symbol","",""
