"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_3_5in_tft_featherwing_pcb_adafruit_3_5in_480x320_featherwing\current_version\working\working.kicad_sch"
"Date:","09/09/2023 15:06:33"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","63"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C16, C20","3","1uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C2, C3, C4, C5","4","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C18","1","0.1uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"D1","1","MM3Z24VT1G","DIODESMA","working:SMADIODE","","",""
"D2","1","MBR0540","DIODESOD-123","working:SOD-123","","",""
"D3, D4","2","MBR120","DIODESOD-123","working:SOD-123","","",""
"ENABLE0","1","Slide Switch","SWITCH_DPDTEG1390","working:EG1390","","",""
"IC4","1","APX803-SAG","AXP083-SAG","working:SOT23","","",""
"L1","1","15uH","INDUCTORNR5040","working:INDUCTOR_5X5MM_NR5040_NOTHERMALS","","",""
"MS2","1","FEATHERWING_SMTDUAL","FEATHERWING_SMTDUAL","working:FEATHERWING_SMT2","","",""
"R1","1","12Ω","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R2, R5, R8","3","100K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R6","1","10K","R-US_R0805","working:R0805","","",""
"R12","1","10K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"SJ1, SJ2, SJ3, SJ4","4","SOLDERJUMPER_CLOSED","SOLDERJUMPER_CLOSED","working:SOLDERJUMPER_CLOSEDWIRE","","",""
"SW1","1","EVQQ2","SWITCH_TACT_SMT_EVQQ2_SMALL","working:EVQ-Q2_SMALLER","","",""
"TP1, TP2, TP4, TP5, TP6, TP7, TP8, TP9, TP10, TP11, TP12, TP13, TP14, TP15, TP16, TP17, TP18, TP19, TP20, TP21, TP22, TP23, TP24, TP25, TP26, TP27","26","TESTPOINTPAD2MM","TESTPOINTPAD2MM","working:TESTPOINT_PAD_2MM","","",""
"U2","1","STMPE811","STMPE610","working:QFN16_3MM","","",""
"U3","1","FAN5333BSX","FAN5331","working:SOT23-5@1","","",""
"U$7, U$15, U$16, U$17","4","MOUNTINGHOLE3.0THIN","MOUNTINGHOLE3.0THIN","working:MOUNTINGHOLE_3.0_PLATEDTHIN","","",""
"U$9, U$23","2","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"X1","1","MicroSD","MICROSD","working:MICROSD","","",""
"X2","1","3.5"" TFT","DISP_LCD_3.5IN_320X480_50PIN","working:TFT_3.5IN_320X480_50PIN","","",""
