"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_flora_lsm303_pcb_adafruit_flora_lsm303\current_version\working\working.kicad_sch"
"Date:","14/09/2023 02:38:47"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","15"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C2, C4","2","10µF","CAP_CERAMIC_0805","working:_0805","","",""
"C3","1","0.1uF","CAP_CERAMIC_0805","working:_0805","","",""
"C5","1","0.22µF","CAP_CERAMIC_0805","working:_0805","","",""
"FID1, FID2","2","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"GND0","1","SEWTAP0.5IN","SEWTAP0.5IN","working:SEWINGTAP_0.5","","",""
"R2, R3","2","10K","RESISTOR_0805","working:_0805","","",""
"SCL1, SCL2","2","SEWTAP0.5IN","SEWTAP0.5IN","working:SEWINGTAP_0.5","","",""
"SDA1, SDA2","2","SEWTAP0.5IN","SEWTAP0.5IN","working:SEWINGTAP_0.5","","",""
"U1","1","LSM303DLHC","LSM303DLHC","working:LGA14","","",""
"VCC0","1","SEWTAP0.5IN","SEWTAP0.5IN","working:SEWINGTAP_0.5","","",""
