"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_drv8833_motor_driver_breakout_pcb_adafruit_drv8833\current_version\working\working.kicad_sch"
"Date:","11/09/2023 16:42:16"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","19"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C4","2","10µF/16V","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C2","1","10µF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C3","1","0.1uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"FID1, FID2","2","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"J1","1","VMOTORIN","TERMBLOCK_1X2","working:TERMBLOCK_1X2-3.5MM","","",""
"JP2, JP3, JP4","3","HEADER-1X2ROUND","HEADER-1X2ROUND","working:1X02_ROUND","","",""
"JP5","1","HEADER-1X870MIL","HEADER-1X870MIL","working:1X08_ROUND_70","","",""
"Q1","1","DMG3415U","MOSFET-PWIDE","working:SOT23-WIDE","","",""
"R1, R2","2","0.2Ω","RESISTOR_1206","working:_1206","","",""
"SJ1","1","ISENSEA","SOLDERJUMPER","working:SOLDERJUMPER_ARROW_NOPASTE","","",""
"SJ2","1","ISENSEB","SOLDERJUMPER","working:SOLDERJUMPER_ARROW_NOPASTE","","",""
"U1","1","DRV8833PWPR","DRV8833","working:HTSSOP16","","",""
"U$13, U$14","2","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
