"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_pn532_rfid_nfc_shield_adafruit_pn532_shield_v1_3\current_version\working\working.kicad_sch"
"Date:","16/09/2023 01:45:23"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","74"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C2","2","22pF","CAP_CERAMIC0805","working:0805","","",""
"C3, C4","2","220pF","CAP_CERAMIC0805","working:0805","","",""
"C5, C6, C9, C10","4","NC","CAP_CERAMIC0805","working:0805","","",""
"C7, C8","2","100pF","CAP_CERAMIC0805","working:0805","","",""
"C11, C14, C16, C17, C20, C24","6","0.1µF","CAP_CERAMIC0805","working:0805","","",""
"C12, C13","2","33pF","CAP_CERAMIC0805","working:0805","","",""
"C15","1","1000pF","CAP_CERAMIC0805","working:0805","","",""
"C18, C19, C21, C22, C25, C26","6","10µF","CAP_CERAMIC0805","working:0805","","",""
"FID1, FID2","2","FIDUCIAL1X2.5","FIDUCIAL1X2.5","working:FIDUCIAL-1X2.5","","",""
"JP1, JP4","2","HEADER-1X870MIL","HEADER-1X870MIL","working:1X08_ROUND_70","","",""
"JP2","1","HEADER-1X670MIL","HEADER-1X670MIL","working:1X06_ROUND_70","","",""
"JP3","1","HEADER-1X1070MIL","HEADER-1X1070MIL","working:1X10_ROUND70","","",""
"JP6","1","PINHD-1X6B","PINHD-1X6B","working:1X06-BIG","","",""
"L1, L2","2","FERRITE","FERRITE0805","working:0805","","",""
"L3, L4","2","560nH","INDUCTOR0805","working:0805","","",""
"LED1","1","PWR","LED0805","working:CHIPLED_0805","","",""
"LED2","1","IRQ","LED0805","working:CHIPLED_0805","","",""
"Q1, Q2, Q3, Q4, Q6","5","BSS138","MOSFET-NWIDE","working:SOT23-WIDE","","",""
"R1","1","1.0K","RESISTOR0805","working:0805","","",""
"R2","1","1.69K","RESISTOR0805","working:0805","","",""
"R3, R4","2","1.5","RESISTOR0805","working:0805","","",""
"R5, R6","2","NC","R-EU_R0201","working:R0201","","",""
"R7, R9, R11, R12, R13, R14, R15, R16, R17, R18","10","10K","RESISTOR0805","working:0805","","",""
"R8, R10","2","TBD","RESISTOR0805","working:0805","","",""
"SJ1, SJ2","2","SOLDERJUMPERREFLOW_NOPASTE","SOLDERJUMPERREFLOW_NOPASTE","working:SOLDERJUMPER_REFLOW_NOPASTE","","",""
"TP1","1","TX1_POST","TESTPOINTPAD","working:TESTPOINT_PAD_2MM","","",""
"TP2, TP6","2","TGND","TESTPOINTPAD","working:TESTPOINT_PAD_2MM","","",""
"TP3","1","TX2_POST","TESTPOINTPAD","working:TESTPOINT_PAD_2MM","","",""
"TP4","1","TX2_PRE","TESTPOINTPAD","working:TESTPOINT_PAD_2MM","","",""
"TP5","1","TX1_PRE","TESTPOINTPAD","working:TESTPOINT_PAD_2MM","","",""
"TP7","1","RX","TESTPOINTPAD","working:TESTPOINT_PAD_2MM","","",""
"U1","1","PN532","PN532","working:HVQFN40-6X6","","",""
"U2","1","ADP122(3.3V)","VREG_SOT23-5","working:SOT23-5","","",""
"U3","1","ARDUINOR3NODIM","ARDUINOR3NODIM","working:ARDUINOR3-NODIM","","",""
"Y1","1","27.12MHz","CRYSTALTHIN","working:CRYSTAL_3.2X2.5","","",""
