"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_wiced_wifi_feather_pcb_adafruit_wiced_wifi_feather\current_version\working\working.kicad_sch"
"Date:","17/09/2023 15:52:55"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","35"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C2, C3, C6, C8","5","10µF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C5, C7","2","1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"C10","1","0.1uF","CAP_CERAMIC0805_10MGAP","working:0805_10MGAP","","",""
"CHG0","1","ORANGE","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"D1","1","MBR120","DIODE-SCHOTTKYSOD-123","working:SOD-123","","",""
"JP1","1","HEADER-1X16ROUND","HEADER-1X16ROUND","working:1X16_ROUND","","",""
"JP2","1","HEADER-1X1ROUND","HEADER-1X1ROUND","working:1X01_ROUND","","",""
"JP3","1","HEADER-1X12","HEADER-1X12","working:1X12_ROUND","","",""
"L0","1","RED","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"R1, R4, R6","3","100K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R2","1","1K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R3","1","100k","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R7","1","2.2K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R8","1","4.7K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"SJ1","1","BAT","SOLDERJUMPERREFLOW_NOPASTE","working:SOLDERJUMPER_REFLOW_NOPASTE","","",""
"SJ2","1","SOLDERJUMPER","SOLDERJUMPER","working:SOLDERJUMPER_ARROW_NOPASTE","","",""
"SW1","1","SWITCH_TACT_SMT4.6X2.8","SWITCH_TACT_SMT4.6X2.8","working:BTN_KMR2_4.6X2.8","","",""
"U1","1","USI_WM-N-BM-09","USI_WM-N-BM-09","working:USI_WM-N-BM-09","","",""
"U2","1","AP2112(3.3V)","VREG_SOT23-5","working:SOT23-5","","",""
"U3","1","MCP73831T-2ACI/OT","MCP73831/2","working:SOT23-5","","",""
"U4","1","S25FL216K","SPIFLASH_SOIC8","working:SOIC8_150MIL","","",""
"U$31, U$32","2","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
"U$34, U$35","2","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"X1","1","JSTPH","CON_JST_PH_2PIN","working:JSTPH2","","",""
"X2","1","2500AT44M0400","ANTENNA_JOHANSON_2500AT44M0400","working:ANT_2500AT44M0400","","",""
"X3","1","20329","USB_MICRO_20329_V2","working:4UCONN_20329_V2","","",""
