"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_usb_dc_solar_lithium_ion_polymer_charger_adafruit_mcp73871_solar_charger_v4\current_version\working\working.kicad_sch"
"Date:","17/09/2023 19:25:38"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","35"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"BATT0","1","JST_2PIN-SMT-RA","JST_2PIN-SMT-RA","working:JST-PH-2-SMT-RA","","",""
"C1, C2, C3","3","10uF","C-USC0805K","working:C0805K","","",""
"C4","1","4700uF/10V","CPOL-USE5-13","working:E5-13","","",""
"CHRG/LBO0","1","ORANGE","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"CN1","1","DCIN","DCBARRELSMT","working:DCJACK_2MM_SMT","","",""
"CN4","1","USBMINIBLARGE","USBMINIBLARGE","working:USB-MINIB_LARGER","","",""
"D1","1","MBR120VLSFT1G","DIODESOD-123","working:SOD-123","","",""
"DONE0","1","GREEN","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"IC1","1","MCP73871","MCP73871","working:QFN20_4MM","","",""
"JP1","1","DCIN","HEADER-1X2","working:1X02_OVAL","","",""
"JP3","1","LOAD","HEADER-1X2ROUND","working:1X02_ROUND","","",""
"JP4","1","BATT","HEADER-1X2ROUND","working:1X02_ROUND","","",""
"JP5","1","PINHD-1X3CB","PINHD-1X3CB","working:1X03-CLEANBIG","","",""
"LOAD0","1","JST_2PIN-SMT-RA","JST_2PIN-SMT-RA","working:JST-PH-2-SMT-RA","","",""
"PWR0","1","RED","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"R1","1","0","R-US_R0805","working:R0805","","",""
"R2","1","270K","R-US_R0805","working:R0805","","",""
"R3, R12","2","100K","R-US_R0805","working:R0805","","",""
"R5","1","1K","R-US_M0805","working:M0805","","",""
"R8, R9, R10","3","1K","R-US_R0805","working:R0805","","",""
"R11","1","2K","R-US_FLIPFLOP","working:0805-THM","","",""
"RT2","1","150K","R-US_M0805","working:M0805","","",""
"THERM0","1","10K","R-US_FLIPFLOP","working:0805-THM","","",""
"U$2, U$3, U$8","3","FIDUCIAL","FIDUCIAL","working:FIDUCIAL_1MM","","",""
"U$4, U$5, U$6, U$7","4","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
