"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_flora_lsm9ds0_9dof_pcb_adafruit_flora_lsm9ds0_9dof\current_version\working\working.kicad_sch"
"Date:","14/09/2023 02:46:36"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","13"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C2","1","10µF","CAP_CERAMIC0805_10MGAP","working:0805_10MGAP","","",""
"C6","1","0.22uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C7","1","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"FID1, FID2","2","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"GND0","1","SEWTAP0.5IN","SEWTAP0.5IN","working:SEWINGTAP_0.5","","",""
"R1","1","10K","RESISTOR_4PACK_US","working:RESPACK_4X0603","","",""
"SCL1, SCL2","2","SEWTAP0.5IN","SEWTAP0.5IN","working:SEWINGTAP_0.5","","",""
"SDA1, SDA2","2","SEWTAP0.5IN","SEWTAP0.5IN","working:SEWINGTAP_0.5","","",""
"U2","1","LSM9DS0TR","LSM9DS0","working:LGA24_4X4MM","","",""
"VCC0","1","SEWTAP0.5IN","SEWTAP0.5IN","working:SEWINGTAP_0.5","","",""
