"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\8bitmixtape_nextleveledition_mixtape\current_version\working\working.kicad_sch"
"Date:","08/09/2023 23:44:39"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","56"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"BAT+0","1","SMD5","SMD5","working:SMD2,54-5,08","","",""
"BAT-0","1","SMD5","SMD5","working:SMD2,54-5,08","","",""
"C1, C13","2","10uF","CAP_POL1206","working:EIA3216","","",""
"C2, C3, C6, C8, C11, C12","6","1uF","CAP0603-CAP","working:0603-CAP","","",""
"C4, C14","2","0.1uF","CAP0603-CAP","working:0603-CAP","","",""
"C5, C7","2","22pF","CAP0603-CAP","working:0603-CAP","","",""
"C9","1","4.7uF","CAP0603-CAP","working:0603-CAP","","",""
"JP4","1","AVR_SPI_PRG_6PTH","AVR_SPI_PRG_6PTH","working:2X3","","",""
"LED1, LED5","2","Yellow","LED0603","working:LED-0603","","",""
"LED2","1","Blue","LED0603","working:LED-0603","","",""
"LED3","1","Green","LED0603","working:LED-0603","","",""
"LED4","1","Red","LED0603","working:LED-0603","","",""
"LOGO1","1","OSHW-LOGOL","OSHW-LOGOL","working:OSHW-LOGO-L","","",""
"PAD1, PAD2, PAD3","3","WIREPADSMD1,27-254","WIREPADSMD1,27-254","working:SMD1,27-2,54","","",""
"POT_LEFT0","1","EVUA","EVUA","working:EVUF","","",""
"POT_RIGHT0","1","EVUA","EVUA","working:EVUF","","",""
"Q1","1","BSS123","BSS123","working:SOT23","","",""
"R1, R2","2","33","RESISTOR0603-RES","working:0603-RES","","",""
"R3, R4, R7, R10, R13, R16","6","330","RESISTOR0603-RES","working:0603-RES","","",""
"R5","1","2K","RESISTOR0603-RES","working:0603-RES","","",""
"R6","1","10K","RESISTOR0603-RES","working:0603-RES","","",""
"R9","1","470","RESISTOR0603-RES","working:0603-RES","","",""
"R11, R12","2","22","RESISTOR0603-RES","working:0603-RES","","",""
"R14, R15","2","10k","RESISTOR0603-RES","working:0603-RES","","",""
"S1","1","Left","TASTER-9314_SMD","working:TASTER-9314_SMD","","",""
"S3","1","Right","TASTER-9314_SMD","working:TASTER-9314_SMD","","",""
"SD0","1","MICROSD","MICROSD","working:MICROSD","","",""
"SPEAKER0","1","PS603SPK","PS603SPK","working:PS603","","",""
"SW0","1","SWITCH_SMD","SWITCH_SMD","working:SWITCH_SMD","","",""
"U1","1","MCP73831","MCP73831","working:SOT23-5","","",""
"U5","1","ATMEGA32U41:1","ATMEGA32U41{colon}1","working:QFN-44-NOPAD_1_1","","",""
"U6","1","V_REG_LDOSMD","V_REG_LDOSMD","working:SOT23-5","","",""
"U$1, U$2","2","FIDUCIAL","FIDUCIAL","working:FIDUCIAL_1MM","","",""
"X1","1","USB_B_SMD","USB_B_SMD","working:USB_B_SMD","","",""
"X2","1","PJ-327A","PJ-327A","working:PJ-327A","","",""
"Y2","1","8MHz","CRYSTAL5X3","working:CRYSTAL-SMD-5X3","","",""
