"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_radio_featherwing_pcb_adafruit_radio_featherwing\current_version\working\working.kicad_sch"
"Date:","16/09/2023 06:50:13"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","18"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1","1","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"FID1, FID2","2","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"JP1","1","HEADER-1X970MIL","HEADER-1X970MIL","working:1X09_ROUND_70","","",""
"JP2, JP3","2","HEADER-1X570MIL","HEADER-1X570MIL","working:1X05_ROUND_70","","",""
"JP4, JP5","2","HEADER-1X376MIL","HEADER-1X376MIL","working:1X03_ROUND_76","","",""
"JP6","1","HEADER-1X2ROUND","HEADER-1X2ROUND","working:1X02_ROUND","","",""
"JP7","1","HEADER-1X576MIL","HEADER-1X576MIL","working:1X05_ROUND_76","","",""
"MS1","1","FEATHERWING_NOHOLES","FEATHERWING_NOHOLES","working:FEATHERWING_NOHOLES","","",""
"R1, R2","2","100k","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"SW1","1","SWITCH_TACT_SMT4.6X2.8","SWITCH_TACT_SMT4.6X2.8","working:BTN_KMR2_4.6X2.8","","",""
"U4","1","RFM69/9x","RFM69HCW_SMT","working:RFMHCW_SMT","","",""
"U$7, U$8","2","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
"X1","1","uFL/SMA","SMACONNECTOR_EDGE_UFL","working:SMA_EDGELAUNCH_UFL","","",""
