"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_pitft_3_5_plus_pcb_adafruit_pitft_plus_3_5in\current_version\working\working.kicad_sch"
"Date:","16/09/2023 00:00:45"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","47"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C16","2","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C4, C18","2","0.1uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C20","1","1uF","CAP_CERAMIC_0805MP","working:_0805MP","","",""
"D1","1","MM3Z24VT1G","DIODESMA","working:SMADIODE","","",""
"D2","1","MBR0540","DIODESOD-123","working:SOD-123","","",""
"GPIO5, GPIO6, GPIO12, GPIO13, GPIO16, GPIO19, GPIO20, GPIO21, GPIO26","9","TESTPOINT1.5X2.0MM_NOCREAM","TESTPOINT1.5X2.0MM_NOCREAM","working:PAD-1.5X2.0","","",""
"IC5","1","AXP803","AXP083-SAG","working:SOT23","","",""
"JP1","1","HEADER-2X13-SMT","HEADER-2X13-SMT","working:2X13_SMT_MALE","","",""
"L1","1","10uH 1007","INDUCTOR","working:INDUCTOR_1007","","",""
"R1","1","12Ω","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R2, R5, R6, R7, R11","5","10K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R3","1","12","RESISTOR_0805MP","working:_0805MP","","",""
"R4","1","12","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R8","1","DNP","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R9","1","1K","RESISTOR_0805MP","working:_0805MP","","",""
"R10","1","1K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R12, R13, R14","3","3.9K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"RPI1","1","RASPBERRYPI_BPLUS_SMT","RASPBERRYPI_BPLUS_SMT","working:RASPBERRYPI_BPLUS_SHIELD_SMT","","",""
"SJ1","1","WP","SOLDERJUMPER_CLOSED","working:SOLDERJUMPER_CLOSEDWIRE","","",""
"SJ2","1","SOLDERJUMPERCLOSED","SOLDERJUMPERCLOSED","working:SOLDERJUMPER_CLOSEDWIRE","","",""
"U1","1","CAT24C32","EEPROM_I2C_SOIC8_GENERIC","working:SOIC8_150MIL","","",""
"U2","1","STMPE610","STMPE610","working:QFN16_3MM","","",""
"U3","1","FAN5333BSX","FAN5331","working:SOT23-5@1","","",""
"U$10, U$11, U$18","3","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"U$15, U$16, U$17, U$20","4","MOUNTINGHOLE2.5_THICK","MOUNTINGHOLE2.5_THICK","working:MOUNTINGHOLE_2.5_PLATED_THICK","","",""
"X1","1","DISP_LCD_3.5IN_320X480_50PIN","DISP_LCD_3.5IN_320X480_50PIN","working:TFT_3.5IN_320X480_50PIN","","",""
