"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\axello_kicad_video\current_version\working\working.kicad_sch"
"Date:","27/09/2023 14:03:25"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","33"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"BUS1","1","BUSPCI_5V","BUSPCI-5V","Connectors:BUSPCI","","",""
"C24, C25, C26, C27, C28, C29, C30, C31","8","100nF","C","Resistor_SMD:R_1206_3216Metric_Pad1.24x1.80mm_HandSolder","","",""
"C38, C67, C68, C69","4","4,7uF","CP","Resistor_SMD:R_1206_3216Metric_Pad1.24x1.80mm_HandSolder","","",""
"R5, R6, R7","3","10K","R","Resistor_SMD:R_1206_3216Metric_Pad1.24x1.80mm_HandSolder","","",""
"R28, R29","2","2,2K","R","Resistor_SMD:R_1206_3216Metric_Pad1.24x1.80mm_HandSolder","","",""
"RR1, RR2, RR3, RR4, RR5, RR6, RR7, RR8","8","8x10K","RR8","Resistor_THT:R_Array_SIP9","","",""
"U1","1","24C16","24C16","Package_DIP:DIP-8_W7.62mm","","",""
"U11","1","S5933_PQ160","S5933_PQ160","Package_QFP:PQFP-160_28x28mm_P0.65mm","","",""
"W1","1","16/32","TEST","Connectors:GS2","","",""
"W2","1","FLOAT#","TEST","Connectors:GS2","","",""
"W3","1","SERNV","TEST","Connectors:GS2","","",""
"W4, W5","2","TEST","TEST","Connector_PinHeader_2.54mm:PinHeader_1x02_P2.54mm_Vertical","","",""
