"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\aaronw2_led_controller_v4_led_controller_wrover32\current_version\working\working.kicad_sch"
"Date:","13/09/2023 17:02:20"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","22"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C201","1","47uF","C","Capacitor_SMD:C_1210_3225Metric","Unpolarized capacitor","",""
"C202, C211","2","1uF","C","Capacitor_SMD:C_0402_1005Metric","Unpolarized capacitor","",""
"C203, C205","2","0.1uF","C","Capacitor_SMD:C_0402_1005Metric","Unpolarized capacitor","",""
"C204, C209, C210","3","22uF","C","Capacitor_SMD:C_0603_1608Metric","Unpolarized capacitor","",""
"C206","1","22nF","C","Capacitor_SMD:C_0402_1005Metric","Unpolarized capacitor","",""
"C207","1","1.5nF","C","Capacitor_SMD:C_0402_1005Metric","Unpolarized capacitor","",""
"C208","1","33nF","C","Capacitor_SMD:C_0402_1005Metric","Unpolarized capacitor","",""
"D201","1","SMD34PL-TP","D_Schottky","Diode_SMD:D_SOD-123F","Schottky diode","",""
"J201","1","12V_OUT","Conn_01x02","Connector_JST:JST_PH_B2B-PH-K_1x02_P2.00mm_Vertical","Generic connector, single row, 01x02, script generated (kicad-library-utils/schlib/autogen/connector/)","",""
"L201","1","2.2uH","L","Inductor_SMD:L_1210_3225Metric","Inductor","",""
"R201","1","86.6K","R","Resistor_SMD:R_0402_1005Metric","Resistor","",""
"R202, R204, R206","3","10K","R","Resistor_SMD:R_0402_1005Metric","Resistor","",""
"R203","1","18.7K","R","Resistor_SMD:R_0402_1005Metric","Resistor","",""
"R205","1","1.54K","R","Resistor_SMD:R_0402_1005Metric","Resistor","",""
"U201","1","TPS55340-Q1","TPS55340-Q1-texas-12v-booster-rescue","Aaron:QFN-16-1EP_3x3mm_P0.5mm_EP2.7x2.7mm_ThermalVias","","",""
"U202","1","MPM3810GQB-33","MPM3810GQB-33","Package_DFN_QFN:Monolithic_QFN-12-2.5x3.0mm_P0.4mm","6V, 1.2V, 1.2A peak simple module with integrated inductor","",""
