"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_cc3000_breakout_pcb_adafruit_cc3000_breakout\current_version\working\working.kicad_sch"
"Date:","11/09/2023 13:56:09"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","30"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1","1","2.2pF","CAP_CERAMIC_0402","working:_0402","","",""
"C2","1","10pF","CAP_CERAMIC_0402","working:_0402","","",""
"C3","1","DNC_10pF","CAP_CERAMIC_0402","working:_0402","","",""
"C4, C5","2","1µF","CAP_CERAMIC_0805MP","working:_0805MP","","",""
"C6, C7, C8","3","10µF","CAP_CERAMIC_0805MP","working:_0805MP","","",""
"FB1","1","FERRITE_0805MP","FERRITE_0805MP","working:_0805MP","","",""
"FID1, FID2, FID3","3","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"JP1","1","HEADER-1X3ROUND","HEADER-1X3ROUND","working:1X03_ROUND","","",""
"JP3","1","HEADER-1X970MIL","HEADER-1X970MIL","working:1X09_ROUND_70","","",""
"L1","1","DNP","INDUCTOR_0402","working:_0402","","",""
"L2","1","2.2nH","INDUCTOR_0402","working:_0402","","",""
"LED1","1","green","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"R1","1","470","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R2, R3","2","10K","RESISTOR_0805MP","working:_0805MP","","",""
"SJ1","1","TESTMODE","SOLDERJUMPER_CLOSED","working:SOLDERJUMPER_CLOSEDWIRE","","",""
"TP1","1","SCL","TESTPOINTPAD1MM","working:TESTPOINT_PAD_1MM","","",""
"TP2","1","SDA","TESTPOINTPAD1MM","working:TESTPOINT_PAD_1MM","","",""
"U1","1","CC3000MOD","CC3000MOD","working:CC3000MOD","","",""
"U2","1","VREG_SOT223","VREG_SOT223","working:SOT223-R","","",""
"U3","1","74HC4050D","74HC4050D","working:SOIC16","","",""
"U$24, U$34","2","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
"U$35","1","U.FL","U.FL","working:U.FL","","",""
"X1","1","2500AT44M0400E","ANTENNA_JOHANSON_2500AT44M0400","working:ANT_2500AT44M0400","","",""
