"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_stemma_audio_amp_pcb_adafruit_stemma_audio_amp\current_version\working\working.kicad_sch"
"Date:","16/09/2023 16:00:39"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","24"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C2, C3","3","0.1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"C4, C7","2","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C5, C6","2","220pF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"D2","1","GREEN","LED0603_NOOUTLINE","working:CHIPLED_0603_NOOUTLINE","","",""
"FB1, FB2","2","Ferrite","FERRITE-0603NO","working:0603-NO","","",""
"FID2, FID3","2","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"JP1","1","0.1"" Header","HEADER-1X3","working:1X03_OVAL","","",""
"JP2","1","HEADER-1X570MIL","HEADER-1X570MIL","working:1X05_ROUND_70","","",""
"R1, R2","2","30K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R3","1","10K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R4","1","10K Trim","R-TRIMM3314J","working:RTRIM3314J","","",""
"SJ1","1","SOLDERJUMPER_CLOSED","SOLDERJUMPER_CLOSED","working:SOLDERJUMPER_CLOSEDWIRE","","",""
"U2","1","PAM8302","AUDIOAMP_PAM8302A","working:MSOP8_0.65MM","","",""
"U$1, U$8","2","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
"X2","1","3.5mm","TERMBLOCK_1X2_3.5MM","working:TERMBLOCK_1X2-3.5MM","","",""
"X4","1","JST PH 3","CON_JST_PH_3PIN","working:JSTPH3","","",""
