"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_1_3in_color_tft_bonnet_pcb_adafruit_1_3in_color_tft_bonnet\current_version\working\working.kicad_sch"
"Date:","09/09/2023 11:39:22"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","22"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C10","2","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"CONN1","1","STEMMA_I2C_QT","STEMMA_I2C_QT","working:JST_SH4","","",""
"DISPLAY1","1","DISP_LCD_ST7789_1.3IN","DISP_LCD_ST7789_1.3IN","working:TFT_1.3IN_240X240_24P","","",""
"FID1, FID2","2","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"IC1","1","APX803","AXP083-SAG","working:SOT23","","",""
"Q3","1","BSS138","MOSFET-NWIDE","working:SOT23-WIDE","","",""
"R1, R3, R11, R12, R13, R14, R16, R18","8","10K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R2","1","10K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R5","1","10","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"RPI1","1","RASPBERRYPI_BPLUS_BONNETSMT","RASPBERRYPI_BPLUS_BONNETSMT","working:PI_BONNET_SMT","","",""
"SW1","1","EVQQ","SWITCH_TACT_SMT_6MM","working:6MMX6MM_TACTILE_SMT","","",""
"SW2","1","EVQQ","SWITCH_TACT_SMT_6MMSMALL","working:6MM_SMT","","",""
"SW3","1","NAVSWITCHSKQUABAUE010","NAVSWITCHSKQUABAUE010","working:SKQUBAE010","","",""
