"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_metro_rp2040_pcb_adafruit_metro_rp2040\current_version\working\working.kicad_sch"
"Date:","15/09/2023 08:08:41"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","76"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"AD0","1","20609","HEADER-1X6OVALWAVE","working:1X06_OVALWAVE","","",""
"C2, C3, C5, C18, C19, C20","6","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C6, C7, C10, C12, C13, C14, C15, C17, C21, C22, C23, C24, C25","13","0.1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"C11, C16, C28","3","1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"C26, C27","2","22pF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"CONN1","1","STEMMA_I2C_QT","STEMMA_I2C_QT","working:JST_SH4","","",""
"D1","1","MBR120","DIODE-SCHOTTKYSOD-123","working:SOD-123","","",""
"D+1","1","TPB1,27","TPB1,27","working:B1,27","","",""
"D-1","1","TPB1,27","TPB1,27","working:B1,27","","",""
"DEBUG0","1","JST_SH3","CON_JST_SH_3PINSH","working:JST_SH3","","",""
"F2","1","FUSE","PTCFUSE-1206","working:R1206","","",""
"FD1, FD2, FD3","3","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"IC2","1","RP2040_QFN56","RP2040_QFN56","working:QFN56_7MM_REDUCEDEPAD","","",""
"ICSP0","1","3x2 M","HEADER-2X3","working:2X03_ROUND_70MIL","","",""
"IOH0","1","20611","HEADER-1X10OVALWAVE","working:1X10_OVALWAVE","","",""
"IOL0","1","20610","HEADER-1X8OVALWAVE","working:1X08_OVALWAVE","","",""
"JP1","1","HEADER-1X1ROUND","HEADER-1X1ROUND","working:1X01_ROUND","","",""
"L0","1","RED","LED0603_NOOUTLINE","working:CHIPLED_0603_NOOUTLINE","","",""
"LED2","1","WS2812B_3535FULL","WS2812B_3535FULL","working:LED3535_FULLPADS","","",""
"ON0","1","GREEN","LED0603_NOOUTLINE","working:CHIPLED_0603_NOOUTLINE","","",""
"PC1, PC2","2","47uF/25V","CAP_ELECTROLYTICPANASONIC_D","working:PANASONIC_D","","",""
"POWER0","1","20610","HEADER-1X8OVALWAVE","working:1X08_OVALWAVE","","",""
"R1, R16","2","100K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R2, R11, R19, R20","4","5.1K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R3, R7, R10, R13, R17, R21","6","10K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R23, R26","2","1K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R24, R25","2","22 ohm","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"SW1","1","SPDT_RA","SWITCH_SPDT","working:SPDT_SMT_SSSS811101","","",""
"SW2, SW3","2","SW_RA","SWITCH_SPST_MNT_TACT_RA","working:SPST_TACTILE_RA","","",""
"SW4","1","DPDT","SWITCH_DPDTEG1390","working:EG1390","","",""
"SWD0","1","2x5_0.5IN","JTAG-CORTEXBOXPOSTS","working:2X05_1.27MM_BOX_POSTS","","",""
"T2","1","DMP3098L","MOSFET-PWIDE","working:SOT23-WIDE","","",""
"TP1","1","TESTPOINTROUND1.5MMNO","TESTPOINTROUND1.5MMNO","working:TESTPOINT_ROUND_1.5MM_NO","","",""
"TR1","1","DMP3098L","MOSFET-PWIDE","working:SOT23-WIDE","","",""
"U1","1","NCP1117ST50T3G","LM1117SOT223-REFLOW","working:SOT223-R","","",""
"U2","1","LP2985-XXDBVR","LP2985-XXDBVR","working:SOT23-DBV","","",""
"U6","1","W25Q128","SPIFLASH_8PIN208MIL","working:SOIC8_208MIL","","",""
"X1","1","MICROSD","MICROSD","working:MICROSD","","",""
"X3","1","USB Type C","USB_C","working:USB_C_CUSB31-CFM2AX-01-X","","",""
"X5","1","2.1mm","DCBARRELPTH","working:DCJACK_2MM_PTH","","",""
"Y1","1","12MHz_12pF","CRYSTAL2.5X2.0","working:CRYSTAL_2.5X2","","",""
