"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_trinkey_qt2040_pcb_adafruit_qt2040_trinkey\current_version\working\working.kicad_sch"
"Date:","16/09/2023 21:18:44"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","36"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C8","2","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C2, C12","2","1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"C7","1","0.1uF","CAP_CERAMIC_0603MP","working:_0603MP","","",""
"C9, C11, C13, C14, C16, C17","6","0.1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"C19, C20","2","22pF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"CONN1","1","STEMMA_I2C_QTSKINNY","STEMMA_I2C_QTSKINNY","working:JST_SH4_SKINNY","","",""
"D2","1","  NSR0320","DIODE_SOD323MINI","working:SOD-323_MINI","","",""
"IC2","1","RP2040_QFN56","RP2040_QFN56","working:QFN56_7MM_REDUCEDEPAD","","",""
"LED1","1","WS2812B_SK6805_1515","WS2812B_SK6805_1515","working:SK6805_1515","","",""
"R1","1","10K","RESISTOR_4PACK","working:RESPACK_4X0603","","",""
"R6, R16","2","1K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R14, R15","2","27","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"SW2, SW3","2","SWITCH_SPST_TACT_RA","SWITCH_SPST_TACT_RA","working:SPST_TACTILE_RA","","",""
"TP3, TP4","2","TESTPOINTROUND1.5MMNO","TESTPOINTROUND1.5MMNO","working:TESTPOINT_ROUND_1.5MM_NO","","",""
"U1","1","AP2112K-3.3","VREG_SOT23-5","working:SOT23-5","","",""
"U5","1","8MB","SPIFLASH_8PIN_4X4","working:USON8_4X4","","",""
"U$1, U$2, U$4, U$5","4","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
"U$6, U$8","2","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"X1","1","USB_TYPEAPCB","USB_TYPEAPCB","working:USBA_PCB","","",""
"Y1","1","12MHZ","CRYSTAL2.5X2.0","working:CRYSTAL_2.5X2","","",""
