"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_adxl345_pcb_adafruit_adxl345_triple_axis_accelerometer\current_version\working\working.kicad_sch"
"Date:","13/09/2023 19:09:38"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","18"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1","1","0.1uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C3","1","10µF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"D1","1","1N4148","DIODE_SOD323MINI","working:SOD-323_MINI","","",""
"JP1","1","HEADER-1X970MIL","HEADER-1X970MIL","working:1X09_ROUND_70","","",""
"Q1, Q2","2","BSS138","MOSFET-NWIDE","working:SOT23-WIDE","","",""
"R1, R2, R3, R5, R6, R7","6","10K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"U1","1","ACCEL_ADXL345","ACCEL_ADXL345","working:LGA14","","",""
"U2","1","VREG_SOT23-5","VREG_SOT23-5","working:SOT23-5","","",""
"U$1, U$3","2","FIDUCIAL","FIDUCIAL","working:FIDUCIAL_1MM","","",""
"U$4, U$6","2","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
