"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adamgreig_m3_avionics_m3top\current_version\working\working.kicad_sch"
"Date:","18/09/2023 13:02:21"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","20"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"D1, D2, D3, D4, D5, D6, D7, D8, D9","9","ESD_DIODE","ESD_DIODE","agg:0402","","",""
"J1","1","PYRO5","CONN_01x02","agg:B02B-PASK","","",""
"J2","1","WEST BOT","CONN_02x10","agg:SFML-110-02-L-D-LC","","",""
"J3","1","PYRO6","CONN_01x02","agg:B02B-PASK","","",""
"J4","1","EAST BOT","CONN_02x10","agg:SFML-110-02-L-D-LC","","",""
"J5","1","PYRO7","CONN_01x02","agg:B02B-PASK","","",""
"J6","1","PYRO8","CONN_01x02","agg:B02B-PASK","","",""
"J7","1","5v_CAM","CONN_01x02","agg:B02B-PASK","","",""
"J8","1","ARM","CONN_01x02","agg:B02B-PASK","","",""
"J9","1","PWR","CONN_01x02","agg:B02B-PASK","","",""
"J10","1","CHARGE","CONN_01x02","agg:B02B-PASK","","",""
"R1","1","120","R","agg:0603","","",""
