"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_tps62827_pcb_tps62827_3_3v_buck_converter\current_version\working\_autosave-working.kicad_sch"
"Date:","22/09/2023 13:57:49"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","15"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C2, C3","3","22uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C4","1","120pF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"D1","1","green","LED0603_NOOUTLINE","working:CHIPLED_0603_NOOUTLINE","","",""
"FID1, FID2","2","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"IC2","1","TPS6282X","TPS6282X","working:VSON_6","","",""
"JP1","1","HEADER-1X4ROUND","HEADER-1X4ROUND","working:1X04_ROUND","","",""
"L1","1","SDER041H-2R2MS","INDUCTOR_SRP0415","working:INDUCTOR_4X4MM_SRP0415","","",""
"R1, R3","2","100K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R2","1","450K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R4","1","10k","RESISTOR_0603MP","working:_0603MP","","",""
"U$9","1","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
