"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\dangerousprototypes_breakout_boards_ft2232h_breakout_v1\current_version\working\_autosave-working.kicad_sch"
"Date:","30/09/2023 00:23:47"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","38"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C2, C4, C9, C10, C11, C12, C13, C14, C15, C16, C17","12","0.1uF","CAPC805","working:C805","","",""
"C3","1","3.3uF","CAP_POLSMC_A","working:SMC_A","","",""
"C5, C6","2","27pF","CAPC805","working:C805","","",""
"C7, C8","2","4.7uF","CAP_POLSMC_A","working:SMC_A","","",""
"CONN1","1","CONN_USB","CONN_USB","working:CONN_USB_MINI-B","","",""
"IC1","1","FT2232H","FT2232H","working:LQFP64","","",""
"IC2","1","93C46","93C46","working:SOIC8","","",""
"IC3","1","LD1117-3.3SOT223","LD1117-3.3SOT223","working:SOT223","","",""
"JP2, JP3","2","PINHD-1X22","PINHD-1X22","working:1X22","","",""
"L1, L2","2","FERRITE_BEAD805","FERRITE_BEAD805","working:FB805","","",""
"PWR0","1","LED805","LED805","working:LED-805","","",""
"R1, R8, R9","3","470","RESISTORR805","working:R805","","",""
"R2","1","12k 1%","RESISTORR805","working:R805","","",""
"R3, R5, R6, R7","4","10k","RESISTORR805","working:R805","","",""
"R4","1","2.2k","RESISTORR805","working:R805","","",""
"RX0","1","LED805","LED805","working:LED-805","","",""
"TX0","1","LED805","LED805","working:LED-805","","",""
"X1","1","CRYSTAL_212M_","CRYSTAL_212M_","working:4X6","","",""
