"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_trinket_m0_pcb_trinket_m0_rev_d\current_version\working\working.kicad_sch"
"Date:","16/09/2023 20:40:32"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","23"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"BAT0","1","JST-2PH","CON_JST_PH_2PIN","working:JSTPH2","","",""
"C1, C8","2","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C2, C3","2","1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"CN1","1","4U#20329","USB_MICRO_20329_V2","working:4UCONN_20329_V2","","",""
"D2, D3","2","SCHOTTKY","DIODE_SOD-123FL","working:SOD-123FL","","",""
"IC3","1","ATSAMD21E","ATSAMD21E","working:QFN32_5MM","","",""
"JP3, JP4","2","HEADER-1X576MIL","HEADER-1X576MIL","working:1X05_ROUND_76","","",""
"L0","1","red","LED0603_NOOUTLINE","working:CHIPLED_0603_NOOUTLINE","","",""
"LED1","1","AP102-2020","APA1022020","working:APA102_2020","","",""
"PWR0","1","green","LED0603_NOOUTLINE","working:CHIPLED_0603_NOOUTLINE","","",""
"Q2","1","reset","SWITCH_TACT_SMT4.6X2.8","working:BTN_KMR2_4.6X2.8","","",""
"R1","1","1.5K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R4","1","10K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"SWC0","1","TPB1,27","TPB1,27","working:B1,27","","",""
"SWD0","1","TPB1,27","TPB1,27","working:B1,27","","",""
"U1","1","AP2112K-3.3","VREG_SOT23-5","working:SOT23-5","","",""
"U$6","1","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"U$8, U$9","2","MOUNTINGHOLE2.0","MOUNTINGHOLE2.0","working:MOUNTINGHOLE_2.0_PLATED","","",""
