"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_lsm6dsox_lis3mdl_pcb_adafruit_lis3mdl_lsm6dsox\current_version\working\working.kicad_sch"
"Date:","15/09/2023 01:58:51"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","24"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C4","2","0.1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"C2","1","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C5","1","1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"CONN4","1","STEMMA_I2C_QT","STEMMA_I2C_QT","working:JST_SH4","","",""
"FID1, FID2","2","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"IC1","1","LIS3MDL","LIS3MDL","working:LGA12_2X2MM","","",""
"JP1, JP4","2","HEADER-1X4ROUND","HEADER-1X4ROUND","working:1X04_ROUND","","",""
"JP2","1","HEADER-1X12","HEADER-1X12","working:1X12_ROUND","","",""
"JP3","1","HEADER-1X16ROUND","HEADER-1X16ROUND","working:1X16_ROUND","","",""
"MAG_HDR0","1","HEADER-1X4ROUND","HEADER-1X4ROUND","working:1X04_ROUND","","",""
"MS1","1","FEATHERWING","FEATHERWING","working:FEATHERWING","","",""
"R1, R2, R3, R4, R5, R7","6","10K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"SJ1, SJ2","2","SOLDERJUMPER","SOLDERJUMPER","working:SOLDERJUMPER_ARROW_NOPASTE","","",""
"SW1","1","KMR2","SWITCH_TACT_SMT4.6X2.8","working:BTN_KMR2_4.6X2.8","","",""
"U$35","1","LSM6DSOX","LSM6DSOX","working:LGA-14L","","",""
