"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_bq24074_pcb_adafruit_bq24074\current_version\working\working.kicad_sch"
"Date:","11/09/2023 13:14:37"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","44"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"BATT0","1","JST 2PH","JST_2PIN-SMT-RA","working:JST-PH-2-SMT-RA","","",""
"C1, C2, C3, C4, C5, C6, C9","7","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"D1","1","GREEN","LED0603","working:CHIPLED_0603","","",""
"D2, D4","2","SK34A","DIODE-SCHOTTKYSMA","working:SMADIODE","","",""
"D3","1","RED","LED0603","working:CHIPLED_0603","","",""
"FID1, FID2, FID3","3","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"JP1","1","HEADER-1X2ROUND","HEADER-1X2ROUND","working:1X02_ROUND","","",""
"JP2, JP4","2","HEADER-1X1","HEADER-1X1","working:1X01_OVAL","","",""
"JP3","1","HEADER-1X1176MIL","HEADER-1X1176MIL","working:1X11_ROUND_76","","",""
"R1, R9","2","1K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R2, R7, R8, R10, R11","5","10K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R3","1","590","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R4, R6","2","5.1K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R5","1","2K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"SJ1, SJ2","2","SOLDERJUMPER_2WAY","SOLDERJUMPER_2WAY","working:SOLDERJUMPER_2WAY_OPEN_NOPASTE","","",""
"SYSOUT0","1","JST 2PH","JST_2PIN-SMT-RA","working:JST-PH-2-SMT-RA","","",""
"THERM0","1","SOLDERJUMPERCLOSED","SOLDERJUMPERCLOSED","working:SOLDERJUMPER_CLOSEDWIRE","","",""
"U$3, U$4, U$11, U$12","4","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
"UNK0.5A0","1","SOLDERJUMPER","SOLDERJUMPER","working:SOLDERJUMPER_ARROW_NOPASTE","","",""
"UNK1.5A0","1","SOLDERJUMPER","SOLDERJUMPER","working:SOLDERJUMPER_ARROW_NOPASTE","","",""
"UNK1A0","1","SOLDERJUMPERCLOSED","SOLDERJUMPERCLOSED","working:SOLDERJUMPER_CLOSEDWIRE","","",""
"X2","1","USB Type C","USB_C","working:USB_C_CUSB31-CFM2AX-01-X","","",""
"X3","1","2.1mm DC","DCBARRELSMT","working:DCJACK_2MM_SMT","","",""
"X4","1","BQ24074","BQ24074","working:QFN16_3MM","","",""
