"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\coddingtonbear_gopro_dashcam_tender_gdt\current_version\working\working.kicad_sch"
"Date:","28/09/2023 21:48:29"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","28"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C2","2","22p","C","coddingtonbear/coddingtonbear.pretty:0805_Milling","","",""
"C3, C4, C5","3","0.1u","C","coddingtonbear/coddingtonbear.pretty:0805_Milling","","",""
"C6","1","220u","CP","usagi1975/kicad_mod.pretty:Capacitor_Electrolytic_D6.3xP2.5","","",""
"D1","1","LED_RGB","LED_RGB","coddingtonbear/coddingtonbear.pretty:SLV6A-FKB","","",""
"J1","1","USB_OTG","USB_OTG","coddingtonbear/coddingtonbear.pretty:UJ2-MIBH-4-SMT","","",""
"J2","1","USB_A","USB_A","johslarsen/Connectors.pretty:USB_A_Female","","",""
"Q1, Q2","2","Q_NPN_BEC","Q_NPN_BEC","KiCad/TO_SOT_Packages_SMD.pretty:SOT-23_Handsoldering","","",""
"R1, R2, R3","3","?","R","coddingtonbear/coddingtonbear.pretty:0805_Milling","","",""
"R4, R5, R9, R10, R13","5","10k","R","coddingtonbear/coddingtonbear.pretty:0805_Milling","","",""
"R6","1","JMP_D-","R","coddingtonbear/coddingtonbear.pretty:0805_Milling","","",""
"R7","1","JMP_D+","R","coddingtonbear/coddingtonbear.pretty:0805_Milling","","",""
"R8","1","4.7k","R","coddingtonbear/coddingtonbear.pretty:0805_Milling","","",""
"R11, R12","2","15k","R","coddingtonbear/coddingtonbear.pretty:0805_Milling","","",""
"U1","1","CH340G","CH340G","adamgreig/agg-kicad/agg.pretty:SOIC-16","","",""
"U2","1","AP1117-33","AP1117-33","OLIMEX/KiCAD/KiCAD_Footprints/OLIMEX_Regulators-FP.pretty:SOT223","","",""
"U3","1","ESP-12E","ESP-12E","fruchti/fruchtilib/mod/module.pretty:ESP12E","","",""
"Y1","1","12M","Crystal","cpavlina/kicad-pcblib/pth-passive.pretty:XTAL-HC49US","","",""
