"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_mcp9600_pcb_adafruit_mcp9600\current_version\working\working.kicad_sch"
"Date:","15/09/2023 06:08:58"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","19"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1","1","0.1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"FB1, FB2","2","Ferrite","FERRITE-0805NO","working:0805-NO","","",""
"FID1, FID2","2","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"JP3","1","HEADER-1X970MIL","HEADER-1X970MIL","working:1X09_ROUND_70","","",""
"R1, R2, R3","3","10K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R4","1","22K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R5, R6","2","100","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R7","1","47K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"SJ1, SJ2","2","SOLDERJUMPER","SOLDERJUMPER","working:SOLDERJUMPER_ARROW_NOPASTE","","",""
"U1","1","MCP9600","MCP9600","working:VQFN20_5MM","","",""
"U$1, U$3","2","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
"X1","1","TERMBLK","TERMBLOCK_1X2_3.5MM","working:TERMBLOCK_1X2-3.5MM","","",""
