"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\cvra_front_panel_board_front_panel_board\current_version\working\working.kicad_sch"
"Date:","29/09/2023 22:34:39"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","33"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"BC1, BC2","2","Button Cap, Black","Fiducial","","Fiducial Marker","",""
"D1","1","LED_GREEN","LED","_LED_SMD:LED_0603_RightAngle","Light emitting diode","",""
"D2","1","LED_BLUE","LED","_LED_SMD:LED_0603_RightAngle","Light emitting diode","",""
"D3, D4, D5, D6","4","LED_RED","LED","_LED_SMD:LED_0603_RightAngle","Light emitting diode","",""
"D7","1","CRGB1318FSE","CRGB1318FSE-led_rgb","_led_rgb:CRGB1318FSE-TM","","",""
"H1, H2","2","M2","MountingHole","MountingHole:MountingHole_2.2mm_M2_ISO14580","Mounting Hole without connection","",""
"J1","1","Conn_01x05","Conn_01x05","Connector_Molex:Molex_PicoBlade_53261-0571_1x05-1MP_P1.25mm_Horizontal","Generic connector, single row, 01x05, script generated (kicad-library-utils/schlib/autogen/connector/)","",""
"J2","1","10118193-0001LF","10118193-0001LF-cvracon","_connectors:_Micro-USB-AB-receptacle-SMT-th-no-slot","","",""
"J3","1","0532610771","Conn_01x07","Connector_Molex:Molex_PicoBlade_53261-0771_1x07-1MP_P1.25mm_Horizontal","Generic connector, single row, 01x07, script generated (kicad-library-utils/schlib/autogen/connector/)","",""
"J4","1","0878330821","Conn_02x04_Odd_Even","_connectors:0878330821_02x03_pin_header","Generic connector, double row, 02x04, odd/even pin numbering scheme (row 1 odd numbers, row 2 even numbers), script generated (kicad-library-utils/schlib/autogen/connector/)","",""
"J5, J11","2","0532610471","Conn_01x04","Connector_Molex:Molex_PicoBlade_53261-0471_1x04-1MP_P1.25mm_Horizontal","Generic connector, single row, 01x04, script generated (kicad-library-utils/schlib/autogen/connector/)","",""
"J6","1","0530480410","Conn_01x04","_connectors:Molex-PicoBlade-4-Edge","Generic connector, single row, 01x04, script generated (kicad-library-utils/schlib/autogen/connector/)","",""
"J7","1","Conn_01x03","Conn_01x03","Connector_Molex:Molex_PicoBlade_53261-0371_1x03-1MP_P1.25mm_Horizontal","Generic connector, single row, 01x03, script generated (kicad-library-utils/schlib/autogen/connector/)","",""
"J8","1","0532611471","Conn_01x14","Connector_Molex:Molex_PicoBlade_53261-1471_1x14-1MP_P1.25mm_Horizontal","Generic connector, single row, 01x14, script generated (kicad-library-utils/schlib/autogen/connector/)","",""
"J9","1","0532617008","Conn_01x08","Connector_Molex:Molex_PicoBlade_53261-0871_1x08-1MP_P1.25mm_Horizontal","Generic connector, single row, 01x08, script generated (kicad-library-utils/schlib/autogen/connector/)","",""
"J10","1","615108150221R","RJ45","_connectors:615108150221R_Ethernet_MiddleMount","RJ connector, 8P8C (8 positions 8 connected)","",""
"R1, R2","2","56R","R","Resistor_SMD:R_0603_1608Metric_Pad1.05x0.95mm_HandSolder","Resistor","",""
"R3, R4, R5, R6","4","300R","R","Resistor_SMD:R_0603_1608Metric_Pad1.05x0.95mm_HandSolder","Resistor","",""
"R7","1","130R","R","Resistor_SMD:R_0603_1608Metric_Pad1.05x0.95mm_HandSolder","Resistor","",""
"R8, R9","2","30R","R","Resistor_SMD:R_0603_1608Metric_Pad1.05x0.95mm_HandSolder","Resistor","",""
"SW1, SW2","2","CFPA-1FB4-A2T","SW_Push_SPDT","_switches:CFPA-1FB4-A2T","Momentary Switch, single pole double throw","",""
