"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_stereo_speaker_bonnet_pcb_adafruit_speaker_bonnet\current_version\working\working.kicad_sch"
"Date:","16/09/2023 16:38:47"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","29"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C6, C9, C10","4","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C2, C3","2","0.1uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C4, C5, C7, C8","4","DNP","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"CONN1","1","HEADER-1X25","HEADER-1X25","working:1X25_ROUND_70MIL","","",""
"FB1, FB2, FB3, FB4","4","Ferrite","FERRITE-0805NO","working:0805-NO","","",""
"FID1, FID2","2","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"JP2, JP4, JP5","3","HEADER-1X376MIL","HEADER-1X376MIL","working:1X03_ROUND_76","","",""
"LEFT0","1","MAX98357A","AUDIOAMP_MAX98357","working:QFN16_3MM","","",""
"R1","1","390K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R2","1","100K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"RIGHT0","1","MAX98357A","AUDIOAMP_MAX98357","working:QFN16_3MM","","",""
"RPI1","1","RASPBERRYPI_BPLUS_BONNETNODIM","RASPBERRYPI_BPLUS_BONNETNODIM","working:PI_BONNET_NODIM","","",""
"SJ1","1","SOLDERJUMPER_2WAY","SOLDERJUMPER_2WAY","working:SOLDERJUMPER_2WAY_OPEN_NOPASTE","","",""
"X1, X2","2","3.5mm","TERMBLOCK_1X2","working:TERMBLOCK_1X2-3.5MM","","",""
"X3","1","4 JST-PH","CON_JST_PH_4PIN","working:JSTPH4","","",""
