"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_as7262_breakout_pcb_as726x_spectral_rev_d\current_version\working\working.kicad_sch"
"Date:","11/09/2023 08:34:43"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","30"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C2, C3","3","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C4, C5","2","0.1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"D1","1","L130-5780001400001","LEDEV45-21","working:EVERLIGHT_45-21","","",""
"D2","1","GREEN","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"D3","1","IN4148","DIODESOD-323","working:SOD-323","","",""
"EXT_LED0","1","HEADER-1X2ROUND","HEADER-1X2ROUND","working:1X02_ROUND","","",""
"FID2, FID3","2","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"FTDI1","1","HEADER-1X7ROUND","HEADER-1X7ROUND","working:1X07_ROUND","","",""
"JP2","1","HEADER-1X7ROUND","HEADER-1X7ROUND","working:1X07_ROUND","","",""
"LED0","1","SOLDERJUMPERCLOSED","SOLDERJUMPERCLOSED","working:SOLDERJUMPER_CLOSEDWIRE","","",""
"Q3","1","BSS138","MOSFET-N_DUAL","working:SOT363","","",""
"R2","1","10K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R7","1","10K","microbuilder_09_Nov_2015_RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R8","1","10k","RESISTOR_4PACK_NO","working:RESPACK_4X0603_NO","","",""
"TP1, TP2, TP3, TP4","4","PTR1TP15R","PTR1TP15R","working:TP15R","","",""
"U1","1","AT25SF041-SSHD-B","SPIFLASH_SOIC8","working:SOIC8_150MIL","","",""
"U2","1","AS7262-BLGT","AS726X_SPECTRAL","working:AS726X_LGA20","","",""
"U3","1","MIC5225-3.3","VREG_SOT23-5","working:SOT23-5","","",""
"U$2, U$3, U$22, U$23","4","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
"UART0","1","SOLDERJUMPER","SOLDERJUMPER","working:SOLDERJUMPER_ARROW_NOPASTE","","",""
