"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_nrf52_bluefruit_feather_pcb_adafruit_nrf52_bluefruit_feather\current_version\working\working.kicad_sch"
"Date:","15/09/2023 18:14:10"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","49"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C2","2","22pF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"C3","1","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C4","1","1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"C5, C6, C8","3","10µF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C7","1","10uf","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C9, C13","2","300pF","CAP_CERAMIC_0603MP","working:_0603MP","","",""
"C10, C11","2","0.1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"C12","1","1nF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"CHG0","1","ORANGE","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"D1","1","RED","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"D2","1","BLUE","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"D4","1","1N4148","DIODESOD-323","working:SOD-323","","",""
"D5","1","MBR120","DIODE-SCHOTTKYSOD-123","working:SOD-123","","",""
"FID1, FID3","2","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"JP1, JP2","2","HEADER-1X12MM","HEADER-1X12MM","working:1X01_2MM","","",""
"L2","1","10uH","INDUCTOR0805-NO","working:0805-NO","","",""
"MS1","1","FEATHERWING_NODIM","FEATHERWING_NODIM","working:FEATHERWING_NODIM","","",""
"Q3","1","DMG3415U-7","MOSFET-P","working:SOT23-R","","",""
"R1, R2, R3, R9","4","1K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R4","1","806K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R5","1","100K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R6","1","2M","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R7, R8","2","10K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R12","1","100k","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"SJ2","1","BAT","SOLDERJUMPERCLOSED","working:SOLDERJUMPER_CLOSEDWIRE","","",""
"SW1, SW2","2","KMR2","SWITCH_TACT_SMT4.6X2.8","working:BTN_KMR2_4.6X2.8","","",""
"TP2","1","FRST","TESTPOINT1.5X2.0MM_NOCREAM","working:PAD-1.5X2.0","","",""
"TP3, TP4","2","TESTPOINTROUND2MM","TESTPOINTROUND2MM","working:TESTPOINT_ROUND_2MM","","",""
"U1","1","MDBT42","NRF52832_MODULE_MDBT42","working:BLE_MODULE_RAYTAC_MDBT42","","",""
"U2","1","AP2112(3.3V)","VREG_SOT23-5","working:SOT23-5","","",""
"U3","1","MCP73831T-2ACI/OT","MCP73831/2","working:SOT23-5","","",""
"U4","1","CP2104","CP2104","working:QFN24_4MM_SMSC","","",""
"X1","1","4u20317","JTAG-CORTEXBOXPOSTS","working:2X05_1.27MM_BOX_POSTS","","",""
"X2","1","JSTPH","CON_JST_PH_2PIN","working:JSTPH2","","",""
"X3","1","4u20329","USB_MICRO_20329_V2","working:4UCONN_20329_V2","","",""
"X4","1","32.768","XTAL-3.2X1.5","working:XTAL3215","","",""
