"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_audio_fx_sound_board_pcbs_adafruit_ez_sfx_with_amp\current_version\working\working.kicad_sch"
"Date:","11/09/2023 09:37:06"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","40"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C2, C8, C9","4","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C3, C10","2","1uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C6, C7","2","10uF","CAP_CERAMIC0805_10MGAP","working:0805_10MGAP","","",""
"C11, C12","2","4.7nF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"D2","1","1N4148","DIODESOD-323","working:SOD-323","","",""
"D3, D4","2","MBR120","DIODE-SCHOTTKYSOD-123","working:SOD-123","","",""
"FID1, FID2","2","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"GREEN0","1","RED","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"JP1, JP2","2","HEADER-1X1176MIL","HEADER-1X1176MIL","working:1X11_ROUND_76","","",""
"LED4","1","Green","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"R1","1","1M","RESISTOR_0805MP","working:_0805MP","","",""
"R2, R9, R10, R11","4","100K","RESISTOR_4PACK_US","working:RESPACK_4X0603","","",""
"R3, R6, R7, R8","4","470","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"TP1, TP2, TP3","3","TPB1,27","TPB1,27","working:B1,27","","",""
"U1","1"," MX25L1606","SPIFLASH_SOIC8208MIL","working:SOIC8_208MIL","","",""
"U2","1","VS1000","VS1000","working:LQFP48","","",""
"U$5, U$6, U$7, U$8","4","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
"X1","1","Micro B","USB_MICRO_20329_V2","working:4UCONN_20329_V2","","",""
"X2","1","JST_PH_2","CON_JST_PH_2PIN","working:JSTPH2","","",""
"Y2","1","RESONATORSMD","RESONATORSMD","working:RESONATOR-SMD","","",""
