"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_metro_esp32_s2_pcb_adafruit_metro_esp32_s2\current_version\working\working.kicad_sch"
"Date:","15/09/2023 07:20:49"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","63"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"AD0","1","20609","HEADER-1X6OVALWAVE","working:1X06_OVALWAVE","","",""
"C1, C3","2","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C2, C5, C12, C15","4","0.1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"C4, C7, C8, C10, C11, C13, C17, C18","8","10µF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C6, C14","2","1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"CHG1","1","ORANGE","LED0603_NOOUTLINE","working:CHIPLED_0603_NOOUTLINE","","",""
"CONN1","1","STEMMA_I2C_QT","STEMMA_I2C_QT","working:JST_SH4","","",""
"D1, D4","2","MBR540","DIODE-SCHOTTKYSOD-123","working:SOD-123","","",""
"F2","1","500mA","PTC1206","working:1206","","",""
"FD1, FD2, FD3","3","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"IC2","1","LC709203F","LC709203F","working:WDFN8_3X4_0.65","","",""
"ICSP0","1","3x2 M","HEADER-2X3","working:2X03_ROUND_70MIL","","",""
"IOH0","1","20611","HEADER-1X10OVALWAVE","working:1X10_OVALWAVE","","",""
"IOL0","1","20610","HEADER-1X8OVALWAVE","working:1X08_OVALWAVE","","",""
"JP2","1","UART","HEADER-1X2ROUND","working:1X02_ROUND","","",""
"L0","1","RED","LED0603_NOOUTLINE","working:CHIPLED_0603_NOOUTLINE","","",""
"LED1","1","WS2812B3535","WS2812B3535","working:LED3535","","",""
"ON0","1","GREEN","LED0603_NOOUTLINE","working:CHIPLED_0603_NOOUTLINE","","",""
"PC1","1","47uF/25V","CAP_ELECTROLYTICPANASONIC_D","working:PANASONIC_D","","",""
"PC2","1","47uF+/6.3V+","CAP_ELECTROLYTICPANASONIC_D","working:PANASONIC_D","","",""
"POWER0","1","20610","HEADER-1X8OVALWAVE","working:1X08_OVALWAVE","","",""
"Q1, Q2","2","DMG3415U-7","MOSFET-P","working:SOT23-R","","",""
"R1","1","10K","RESISTOR_4PACK","working:RESPACK_4X0603","","",""
"R2, R6, R9","3","10K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R3, R8","2","5.1K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R4","1","2.2K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R12, R15, R16","3","100K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R14","1","100k","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R17","1","1Meg","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"SJ1","1","SOLDERJUMPER_CLOSED","SOLDERJUMPER_CLOSED","working:SOLDERJUMPER_CLOSEDWIRE","","",""
"SW1, SW3","2","RA_TACT","SWITCH_SPST_TACT_RA","working:SPST_TACTILE_RA","","",""
"SW4","1","SPDT R/A","SWITCH_SPDT","working:SPDT_SMT_SSSS811101","","",""
"TP1","1","TESTPOINTROUND1.5MMNO","TESTPOINTROUND1.5MMNO","working:TESTPOINT_ROUND_1.5MM_NO","","",""
"U1","1","NCP1117ST50T3G","LM1117SOT223-REFLOW","working:SOT223-R","","",""
"U2","1","MCP73831T-2ACI/OT","MCP73831/2","working:SOT23-5","","",""
"U3","1","ESP32-S2-WROVER","ESP32-S2-WROVER","working:MODULE_ESP32-S2-WROVER","","",""
"U4","1","AP2112(3.3V)","VREG_SOT23-5","working:SOT23-5","","",""
"X1","1","JSTPH","CON_JST_PH_2PIN_BATT","working:JSTPH2_BATT","","",""
"X2","1","4u20317","JTAG-CORTEXBOXPOSTS","working:2X05_1.27MM_BOX_POSTS","","",""
"X4","1","USB C","USB_C","working:USB_C_CUSB31-CFM2AX-01-X","","",""
"X5","1","2.1mm","DCBARRELPTH","working:DCJACK_2MM_PTH","","",""
